Index,Location,Sex,Year,Mx,Upper,Lower
887,Illinois,Female,1992-01-01,194.2937411,197.4878087,189.9640146
888,Illinois,Female,1993-01-01,198.7850541,202.1268737,193.9046149
889,Illinois,Female,1994-01-01,196.4386905,199.7838217,191.8947303
890,Illinois,Female,1995-01-01,197.530637,200.8651244,192.8601773
891,Illinois,Female,1996-01-01,194.4304735,197.7602444,190.4643656
892,Illinois,Female,1997-01-01,192.5188618,195.8034725,188.7674995
893,Illinois,Female,1998-01-01,189.4838907,192.5818549,186.0377344
894,Illinois,Female,1999-01-01,192.6158282,195.6774226,189.1500622
895,Illinois,Female,2000-01-01,191.0843124,194.2130306,187.7472679
896,Illinois,Female,2001-01-01,190.1358433,193.3702192,186.952076
897,Illinois,Female,2002-01-01,189.0485149,192.2761814,185.9956006
898,Illinois,Female,2003-01-01,186.2632638,189.3922797,183.3555155
899,Illinois,Female,2004-01-01,183.5111447,186.6559196,180.4478068
900,Illinois,Female,2005-01-01,182.0620663,184.9578777,179.2086956
901,Illinois,Female,2006-01-01,181.6446644,184.707011,178.6371904
902,Illinois,Female,2007-01-01,177.6784572,180.8249516,174.8191484
903,Illinois,Female,2008-01-01,176.8711372,180.1096367,173.9519442
904,Illinois,Female,2009-01-01,175.2980536,178.6273419,172.3813047
905,Illinois,Female,2010-01-01,172.3870518,175.7565206,169.4081519
906,Illinois,Female,2011-01-01,171.7434682,174.9535108,168.9010619
907,Illinois,Female,2012-01-01,172.1203599,175.4252024,169.1444098
908,Illinois,Female,2013-01-01,170.6825697,174.5509448,167.5395207
909,Illinois,Female,2014-01-01,171.533882,175.4520423,168.225638
910,Indiana,Male,1980-01-01,320.3858388,329.8351961,310.3622896
911,Indiana,Male,1981-01-01,320.4943599,329.9877611,310.184961
912,Indiana,Male,1982-01-01,312.8941216,321.9415834,302.8959434
913,Indiana,Male,1983-01-01,315.5461684,325.4492529,304.9301786
914,Indiana,Male,1984-01-01,317.6322817,326.9129587,307.2837636
915,Indiana,Male,1985-01-01,320.1093586,329.6915891,309.9027396
916,Indiana,Male,1986-01-01,322.8489127,331.2265087,311.511909
917,Indiana,Male,1987-01-01,320.4393987,328.8535259,308.7738021
918,Indiana,Male,1988-01-01,323.0022013,330.6346238,310.5992481
919,Indiana,Male,1989-01-01,318.8498359,326.428298,305.7021175
920,Indiana,Male,1990-01-01,316.8063408,324.0562317,303.8257213
921,Indiana,Male,1991-01-01,314.7040304,321.6962663,301.787344
922,Indiana,Male,1992-01-01,311.858846,319.2035215,298.8743465
923,Indiana,Male,1993-01-01,314.8689831,321.8605735,301.3577107
924,Indiana,Male,1994-01-01,313.5326421,320.242776,299.8761345
925,Indiana,Male,1995-01-01,313.6240039,320.3050966,300.2516777
926,Indiana,Male,1996-01-01,306.2521181,312.874794,292.7755238
927,Indiana,Male,1997-01-01,300.2040206,307.1839213,287.5511136
928,Indiana,Male,1998-01-01,298.7616463,305.8878065,286.7918424
929,Indiana,Male,1999-01-01,299.0995652,306.8560994,287.7343284
930,Indiana,Male,2000-01-01,296.406929,305.4289996,286.6042879
931,Indiana,Male,2001-01-01,295.2324112,304.7483532,285.9111094
932,Indiana,Male,2002-01-01,290.8766679,299.9777921,282.1020055
933,Indiana,Male,2003-01-01,286.7740803,296.486916,279.0422715
934,Indiana,Male,2004-01-01,277.0546828,287.0320832,269.817808
935,Indiana,Male,2005-01-01,276.8580047,287.7344496,269.8154395
936,Indiana,Male,2006-01-01,273.8505295,284.3345735,267.0490418
937,Indiana,Male,2007-01-01,266.1552665,277.017466,259.6638177
938,Indiana,Male,2008-01-01,264.9967488,276.3628737,258.4661055
939,Indiana,Male,2009-01-01,262.5680781,274.2508625,256.5547773
940,Indiana,Male,2010-01-01,258.4082805,270.2925716,252.1010301
941,Indiana,Male,2011-01-01,258.6718846,270.7656646,252.1221757
942,Indiana,Male,2012-01-01,258.4920639,271.719011,251.8837901
943,Indiana,Male,2013-01-01,256.8551452,270.1554005,250.3553548
944,Indiana,Male,2014-01-01,260.7302902,274.3417626,253.8094921
945,Indiana,Female,1980-01-01,187.9192663,191.1575415,184.1676137
946,Indiana,Female,1981-01-01,186.3928651,189.6264476,182.6973047
947,Indiana,Female,1982-01-01,186.0364273,189.252624,182.4531797
948,Indiana,Female,1983-01-01,186.6665309,189.7933422,183.0915326
949,Indiana,Female,1984-01-01,187.9913847,191.1915281,184.2688925
950,Indiana,Female,1985-01-01,189.5803468,192.5360104,185.6653322
951,Indiana,Female,1986-01-01,191.2219918,194.2653035,187.4251942
952,Indiana,Female,1987-01-01,192.8960646,196.111127,188.7399601
953,Indiana,Female,1988-01-01,194.6217346,197.9997772,190.3392575
954,Indiana,Female,1989-01-01,193.0073728,196.2798825,188.5186857
955,Indiana,Female,1990-01-01,191.4688495,194.7678382,186.6557611
956,Indiana,Female,1991-01-01,193.9023945,197.2900853,189.1491279
957,Indiana,Female,1992-01-01,191.1669052,194.5100701,186.6011432
958,Indiana,Female,1993-01-01,194.6053921,198.1327615,190.1039842
959,Indiana,Female,1994-01-01,194.1486586,197.5922198,189.7151803
960,Indiana,Female,1995-01-01,197.0385345,200.4271954,192.1861107
961,Indiana,Female,1996-01-01,194.0244088,197.5454802,189.8570289
962,Indiana,Female,1997-01-01,192.6631139,195.9320633,188.6690864
963,Indiana,Female,1998-01-01,190.5380029,193.9091758,186.9674947
964,Indiana,Female,1999-01-01,192.645169,195.8236135,189.1422039
965,Indiana,Female,2000-01-01,191.267976,194.7859974,187.6759376
966,Indiana,Female,2001-01-01,192.5166421,195.6986276,189.1914871
967,Indiana,Female,2002-01-01,191.3299364,194.7410452,187.8136703
968,Indiana,Female,2003-01-01,189.2761093,192.5919676,186.2072706
969,Indiana,Female,2004-01-01,184.6198056,187.8863333,181.6048795
970,Indiana,Female,2005-01-01,185.7438513,189.1027308,182.5574928
971,Indiana,Female,2006-01-01,183.5704151,186.7906958,180.6393849
972,Indiana,Female,2007-01-01,180.0275754,183.4654656,177.0156401
973,Indiana,Female,2008-01-01,180.1207146,183.4343042,176.9922123
974,Indiana,Female,2009-01-01,179.3316152,182.5959595,176.0181386
975,Indiana,Female,2010-01-01,177.1037515,180.4819967,173.8421457
976,Indiana,Female,2011-01-01,177.3372517,180.9962745,173.9394973
977,Indiana,Female,2012-01-01,177.6240435,181.1801061,174.4248038
978,Indiana,Female,2013-01-01,176.4100108,180.0905807,172.9630813
979,Indiana,Female,2014-01-01,178.5071698,182.7541672,174.7171985
980,Iowa,Male,1980-01-01,281.6312042,290.0394019,272.582704
981,Iowa,Male,1981-01-01,278.6551415,287.2085738,269.0210668
982,Iowa,Male,1982-01-01,276.4289768,285.1362026,267.2840202
983,Iowa,Male,1983-01-01,278.1746432,286.6695684,268.7515197
984,Iowa,Male,1984-01-01,277.7686062,285.6657467,268.4145461
985,Iowa,Male,1985-01-01,281.1649989,289.1734374,271.1637665
986,Iowa,Male,1986-01-01,282.7658969,290.4045622,272.1197225
987,Iowa,Male,1987-01-01,281.6811373,289.3204215,271.5622516
988,Iowa,Male,1988-01-01,284.4972211,291.6447383,273.9060073
989,Iowa,Male,1989-01-01,280.6555478,287.2460942,269.7558843
990,Iowa,Male,1990-01-01,277.1937724,283.8056177,265.5101079
991,Iowa,Male,1991-01-01,277.1713625,283.6322688,265.2206022
992,Iowa,Male,1992-01-01,274.692588,281.4311107,262.2897323
993,Iowa,Male,1993-01-01,277.2824119,283.9659872,265.088537
994,Iowa,Male,1994-01-01,277.8820114,284.1097982,265.3695626
995,Iowa,Male,1995-01-01,277.3015018,284.3521386,265.1461448
996,Iowa,Male,1996-01-01,271.6307017,278.5667502,259.6549923
997,Iowa,Male,1997-01-01,265.4669646,272.1938099,254.4487108
998,Iowa,Male,1998-01-01,264.0684349,270.9768639,253.4633245
999,Iowa,Male,1999-01-01,262.6986645,269.7157357,252.654831
1000,Iowa,Male,2000-01-01,261.4795597,268.7959826,252.1654206
1001,Iowa,Male,2001-01-01,259.1262242,267.3286174,250.5572195
1002,Iowa,Male,2002-01-01,258.2999044,266.9713835,250.3810902
1003,Iowa,Male,2003-01-01,254.9340993,263.2494168,247.6032157
1004,Iowa,Male,2004-01-01,247.2597395,256.289888,240.4955542
1005,Iowa,Male,2005-01-01,246.2886397,256.063023,239.2445058
1006,Iowa,Male,2006-01-01,242.53522,253.0233728,236.2645885
1007,Iowa,Male,2007-01-01,238.619818,248.2861368,232.6992171
1008,Iowa,Male,2008-01-01,237.3163319,247.799706,231.1548388
1009,Iowa,Male,2009-01-01,234.0653464,244.9955123,228.4027372
1010,Iowa,Male,2010-01-01,231.7530494,242.5973663,225.8268843
1011,Iowa,Male,2011-01-01,231.7947711,243.6572928,225.9696396
1012,Iowa,Male,2012-01-01,229.6471696,241.0442083,223.4356058
1013,Iowa,Male,2013-01-01,231.0665448,243.199984,224.8332502
1014,Iowa,Male,2014-01-01,233.7825332,245.8036232,227.4154816
1015,Iowa,Female,1980-01-01,166.0639973,169.2167452,162.876659
1016,Iowa,Female,1981-01-01,165.9847793,169.0691813,162.9196449
1017,Iowa,Female,1982-01-01,164.5949858,167.7830529,161.0015926
1018,Iowa,Female,1983-01-01,166.0359073,168.7116476,162.6508842
1019,Iowa,Female,1984-01-01,167.359495,170.1759472,163.9969618
1020,Iowa,Female,1985-01-01,169.7181951,172.5925905,166.4755519
1021,Iowa,Female,1986-01-01,169.4608606,172.5542429,166.0337464
1022,Iowa,Female,1987-01-01,170.9437089,174.0010748,167.2939337
1023,Iowa,Female,1988-01-01,172.3804558,175.4593435,168.303574
1024,Iowa,Female,1989-01-01,172.1875181,175.1849338,168.135021
1025,Iowa,Female,1990-01-01,170.3464928,173.3812192,166.4480546
1026,Iowa,Female,1991-01-01,172.616271,175.9332735,168.0566567
1027,Iowa,Female,1992-01-01,170.1287161,173.3516085,165.9996792
1028,Iowa,Female,1993-01-01,173.1188758,176.3509613,168.7294415
1029,Iowa,Female,1994-01-01,173.5587504,176.8772742,169.3093359
1030,Iowa,Female,1995-01-01,175.1023107,178.683816,171.0619569
1031,Iowa,Female,1996-01-01,173.0841145,176.1488369,169.304029
1032,Iowa,Female,1997-01-01,171.6190946,174.533093,168.0239468
1033,Iowa,Female,1998-01-01,170.4749353,173.6193299,166.8762377
1034,Iowa,Female,1999-01-01,171.972605,175.1474661,168.8003538
1035,Iowa,Female,2000-01-01,171.6900742,174.9073945,168.5743861
1036,Iowa,Female,2001-01-01,173.4301814,176.4997655,170.4422426
1037,Iowa,Female,2002-01-01,172.1908683,175.3993725,168.9459023
1038,Iowa,Female,2003-01-01,171.4840905,174.6052489,168.5018612
1039,Iowa,Female,2004-01-01,167.3094965,170.5452388,164.3308914
1040,Iowa,Female,2005-01-01,167.5972683,170.9731766,164.692908
1041,Iowa,Female,2006-01-01,167.0349533,170.279073,164.1240755
1042,Iowa,Female,2007-01-01,164.3880086,167.6376275,161.453592
1043,Iowa,Female,2008-01-01,163.4848657,167.1070463,160.6175095
1044,Iowa,Female,2009-01-01,163.7521974,167.0869444,160.6352028
1045,Iowa,Female,2010-01-01,161.5529892,164.835579,158.5277411
1046,Iowa,Female,2011-01-01,162.5948109,166.1276547,159.4286403
1047,Iowa,Female,2012-01-01,162.6252303,165.9857301,159.2938632
1048,Iowa,Female,2013-01-01,161.8307469,165.4603024,158.4225933
1049,Iowa,Female,2014-01-01,163.0563057,166.8571153,159.4622268
1050,Kansas,Male,1980-01-01,279.3763033,287.9173997,270.4675989
1051,Kansas,Male,1981-01-01,278.6831054,287.1355659,269.9430269
1052,Kansas,Male,1982-01-01,275.8079193,283.9148083,266.5172065
1053,Kansas,Male,1983-01-01,277.7578056,285.5973868,268.2712935
1054,Kansas,Male,1984-01-01,277.4160601,285.2813376,268.5470105
1055,Kansas,Male,1985-01-01,280.4394957,287.7888915,270.922955
1056,Kansas,Male,1986-01-01,282.9277989,290.3303965,273.019026
1057,Kansas,Male,1987-01-01,281.5131071,289.5243927,271.3627846
1058,Kansas,Male,1988-01-01,282.9524223,290.2314173,272.2823801
1059,Kansas,Male,1989-01-01,280.6426164,287.8456699,269.5189682
1060,Kansas,Male,1990-01-01,278.3789021,285.8362594,266.9586426
1061,Kansas,Male,1991-01-01,280.2115678,287.430409,268.5187339
1062,Kansas,Male,1992-01-01,276.2874467,283.3829282,264.4493822
1063,Kansas,Male,1993-01-01,279.1412764,286.2987576,266.9621302
1064,Kansas,Male,1994-01-01,279.1381673,286.2771712,266.4277085
1065,Kansas,Male,1995-01-01,280.1253108,287.1390568,267.1343577
1066,Kansas,Male,1996-01-01,275.6779,283.0139798,264.1548647
1067,Kansas,Male,1997-01-01,269.0321725,275.7823502,257.6411527
1068,Kansas,Male,1998-01-01,267.0079979,274.0081365,256.1767265
1069,Kansas,Male,1999-01-01,265.9602596,272.9731307,256.1448511
1070,Kansas,Male,2000-01-01,264.9726532,273.0608546,255.3594359
1071,Kansas,Male,2001-01-01,264.2002653,273.3947827,255.7539495
1072,Kansas,Male,2002-01-01,261.4465691,270.5060045,252.8680434
1073,Kansas,Male,2003-01-01,256.8884117,265.9534804,249.0409198
1074,Kansas,Male,2004-01-01,248.468589,257.5697115,241.1500484
1075,Kansas,Male,2005-01-01,249.8487432,259.6828436,243.3790824
1076,Kansas,Male,2006-01-01,245.2457155,255.2018139,238.9874452
1077,Kansas,Male,2007-01-01,241.6483155,251.8799757,235.2235125
1078,Kansas,Male,2008-01-01,239.5617317,250.2980969,232.9538908
1079,Kansas,Male,2009-01-01,236.8381841,247.6832886,230.6622897
1080,Kansas,Male,2010-01-01,234.458228,245.5601129,227.9054343
1081,Kansas,Male,2011-01-01,233.43873,245.2349322,226.7438906
1082,Kansas,Male,2012-01-01,232.050276,245.017316,225.5930799
1083,Kansas,Male,2013-01-01,232.7638701,244.9744406,226.0843483
1084,Kansas,Male,2014-01-01,237.0959104,249.9047191,230.0946337
1085,Kansas,Female,1980-01-01,166.6429534,170.1226613,162.9033065
1086,Kansas,Female,1981-01-01,166.7495169,170.3804649,163.2007531
1087,Kansas,Female,1982-01-01,166.0615124,169.6524103,161.89344
1088,Kansas,Female,1983-01-01,167.2667143,170.5620205,163.3344065
1089,Kansas,Female,1984-01-01,169.1756047,172.4768705,165.2567495
1090,Kansas,Female,1985-01-01,171.03762,174.5277237,167.2026952
1091,Kansas,Female,1986-01-01,171.4881796,174.7956176,167.7525571
1092,Kansas,Female,1987-01-01,172.4455126,175.7921038,168.5172831
1093,Kansas,Female,1988-01-01,174.9152596,178.3786392,170.7519251
1094,Kansas,Female,1989-01-01,174.9510627,178.4950276,170.689302
1095,Kansas,Female,1990-01-01,172.8379029,176.4096238,168.7669213
1096,Kansas,Female,1991-01-01,174.4588592,177.9245585,169.64433
1097,Kansas,Female,1992-01-01,173.227764,176.8905737,168.8370055
1098,Kansas,Female,1993-01-01,176.446439,180.0741519,171.8837384
1099,Kansas,Female,1994-01-01,177.5395208,181.2722041,173.000622
1100,Kansas,Female,1995-01-01,179.8291105,183.6477967,174.8381276
1101,Kansas,Female,1996-01-01,176.8722747,180.3948717,172.7223411
1102,Kansas,Female,1997-01-01,174.9196939,178.2942231,171.0043505
1103,Kansas,Female,1998-01-01,173.8753673,177.2122169,169.9963144
1104,Kansas,Female,1999-01-01,175.8753643,179.5379367,172.1839773
1105,Kansas,Female,2000-01-01,175.6663587,179.27674,172.1214289
1106,Kansas,Female,2001-01-01,177.6180132,181.0485275,173.8075771
1107,Kansas,Female,2002-01-01,176.4512549,179.9255835,172.8822616
1108,Kansas,Female,2003-01-01,175.3890744,179.2021126,172.052046
1109,Kansas,Female,2004-01-01,170.3226313,173.8914803,166.6155167
1110,Kansas,Female,2005-01-01,171.6189447,175.1242175,167.8734997
1111,Kansas,Female,2006-01-01,171.056839,174.4836545,167.5322756
1112,Kansas,Female,2007-01-01,166.9860306,170.4342426,163.661542
1113,Kansas,Female,2008-01-01,166.4523426,170.0361177,163.0949587
1114,Kansas,Female,2009-01-01,166.5857204,170.0278871,163.2585927
1115,Kansas,Female,2010-01-01,164.5168397,168.2632226,160.9022296
1116,Kansas,Female,2011-01-01,166.1648203,170.0676653,162.4667419
1117,Kansas,Female,2012-01-01,165.6128635,169.5787698,161.9123703
1118,Kansas,Female,2013-01-01,164.5377364,168.6035049,160.7759817
1119,Kansas,Female,2014-01-01,166.4633204,170.4181198,162.3338475
1120,Kentucky,Male,1980-01-01,339.8902316,349.5216502,329.2418992
1121,Kentucky,Male,1981-01-01,337.5485367,347.6023849,326.7089326
1122,Kentucky,Male,1982-01-01,335.6560023,345.3132725,324.6222993
1123,Kentucky,Male,1983-01-01,338.8955168,348.3464636,327.8737843
1124,Kentucky,Male,1984-01-01,339.307349,348.8588517,328.1924883
1125,Kentucky,Male,1985-01-01,343.6200426,352.4406886,332.0112104
1126,Kentucky,Male,1986-01-01,345.3810433,354.8456516,333.2659208
1127,Kentucky,Male,1987-01-01,346.3362984,355.6309744,333.599708
1128,Kentucky,Male,1988-01-01,347.3176458,355.9758726,334.2194779
1129,Kentucky,Male,1989-01-01,345.8445505,353.2689476,331.6583624
1130,Kentucky,Male,1990-01-01,343.2825323,351.5617999,329.9883527
1131,Kentucky,Male,1991-01-01,342.7253474,350.4714723,328.2564951
1132,Kentucky,Male,1992-01-01,340.8686827,348.5883525,326.6209165
1133,Kentucky,Male,1993-01-01,344.1711449,351.5171842,329.4703512
1134,Kentucky,Male,1994-01-01,344.5424874,352.2828609,329.8137046
1135,Kentucky,Male,1995-01-01,346.8502934,354.3441148,332.1068131
1136,Kentucky,Male,1996-01-01,340.0540684,347.6721375,324.9929474
1137,Kentucky,Male,1997-01-01,333.749268,341.2921203,319.7851622
1138,Kentucky,Male,1998-01-01,328.9059336,336.8085349,316.3556248
1139,Kentucky,Male,1999-01-01,329.5083232,338.5792649,317.686286
1140,Kentucky,Male,2000-01-01,329.8921801,338.8098279,318.3744648
1141,Kentucky,Male,2001-01-01,328.1118952,337.8931424,317.3654942
1142,Kentucky,Male,2002-01-01,328.1156863,338.7834456,318.427943
1143,Kentucky,Male,2003-01-01,320.4988203,331.3059049,311.8585062
1144,Kentucky,Male,2004-01-01,308.9354255,320.5956469,301.3591716
1145,Kentucky,Male,2005-01-01,309.8067535,321.081405,301.981802
1146,Kentucky,Male,2006-01-01,306.1338696,317.9013059,298.4062517
1147,Kentucky,Male,2007-01-01,301.4635068,313.1028103,293.9335962
1148,Kentucky,Male,2008-01-01,299.0202165,311.5447636,292.1487047
1149,Kentucky,Male,2009-01-01,294.3831441,307.4901606,287.0547362
1150,Kentucky,Male,2010-01-01,292.0375685,305.5031378,284.8924326
1151,Kentucky,Male,2011-01-01,292.5421385,306.2958801,285.0150354
1152,Kentucky,Male,2012-01-01,291.3428959,306.249282,284.3583251
1153,Kentucky,Male,2013-01-01,291.6005749,305.946046,284.2414813
1154,Kentucky,Male,2014-01-01,296.6716963,312.5046221,288.7094263
1155,Kentucky,Female,1980-01-01,190.3757104,193.9456355,186.3943662
1156,Kentucky,Female,1981-01-01,188.5593482,192.1157745,184.7270207
1157,Kentucky,Female,1982-01-01,190.9149625,194.6893454,187.061587
1158,Kentucky,Female,1983-01-01,191.5119352,194.7429166,187.9452028
1159,Kentucky,Female,1984-01-01,193.5474702,197.0896276,189.877139
1160,Kentucky,Female,1985-01-01,196.001496,199.4722193,192.0485057
1161,Kentucky,Female,1986-01-01,195.9958572,199.4699638,192.0995469
1162,Kentucky,Female,1987-01-01,198.0508959,201.3625856,193.8715171
1163,Kentucky,Female,1988-01-01,201.3286646,204.7366531,196.8866859
1164,Kentucky,Female,1989-01-01,201.4048458,204.8691335,196.8287557
1165,Kentucky,Female,1990-01-01,199.4578457,203.2118221,195.0413404
1166,Kentucky,Female,1991-01-01,202.0896965,205.8735398,196.7059192
1167,Kentucky,Female,1992-01-01,199.7410562,203.4523327,194.7830401
1168,Kentucky,Female,1993-01-01,203.9557343,207.4308471,198.9655929
1169,Kentucky,Female,1994-01-01,205.1399791,208.533742,200.2621642
1170,Kentucky,Female,1995-01-01,206.3090546,210.1439169,201.6159695
1171,Kentucky,Female,1996-01-01,205.5575543,209.2005091,201.1636957
1172,Kentucky,Female,1997-01-01,203.8169539,207.4061176,199.4037157
1173,Kentucky,Female,1998-01-01,202.1369211,205.7027215,198.3774234
1174,Kentucky,Female,1999-01-01,204.3909201,207.7768596,200.6126127
1175,Kentucky,Female,2000-01-01,204.3534507,207.9705611,200.6084335
1176,Kentucky,Female,2001-01-01,206.5279653,210.007713,202.8837337
1177,Kentucky,Female,2002-01-01,206.3745588,209.8947364,202.8696946
1178,Kentucky,Female,2003-01-01,204.2061485,207.9743954,200.7388196
1179,Kentucky,Female,2004-01-01,200.1769518,203.856314,196.7959088
1180,Kentucky,Female,2005-01-01,200.550469,203.9485997,197.1119216
1181,Kentucky,Female,2006-01-01,199.6541582,203.2762668,196.1475694
1182,Kentucky,Female,2007-01-01,197.318433,200.7327301,194.0755941
1183,Kentucky,Female,2008-01-01,194.9532356,198.6695535,191.4484653
1184,Kentucky,Female,2009-01-01,195.865372,199.6980586,192.4252281
1185,Kentucky,Female,2010-01-01,194.0255633,197.9482481,190.7201823
1186,Kentucky,Female,2011-01-01,194.9149035,198.8289709,191.3034261
1187,Kentucky,Female,2012-01-01,195.2437023,199.3940452,191.5579312
1188,Kentucky,Female,2013-01-01,194.2291799,198.5334569,190.2500588
1189,Kentucky,Female,2014-01-01,197.2941223,201.9752328,192.9914512
1190,Louisiana,Male,1980-01-01,363.5212151,374.463313,352.5031468
1191,Louisiana,Male,1981-01-01,361.2798322,371.5781856,350.6955193
1192,Louisiana,Male,1982-01-01,356.9913291,367.4812219,346.6767989
1193,Louisiana,Male,1983-01-01,356.9179361,366.3114778,346.4538979
1194,Louisiana,Male,1984-01-01,356.0645944,365.9565624,344.7917099
1195,Louisiana,Male,1985-01-01,363.5132124,372.4784113,352.0039524
1196,Louisiana,Male,1986-01-01,361.166215,371.0202662,348.7273398
1197,Louisiana,Male,1987-01-01,360.9446552,369.6554907,349.2221549
1198,Louisiana,Male,1988-01-01,361.7253854,370.6892881,348.3090766
1199,Louisiana,Male,1989-01-01,360.0255334,368.3431114,346.7252988
1200,Louisiana,Male,1990-01-01,357.2496777,365.2370766,343.9024218
1201,Louisiana,Male,1991-01-01,356.6699336,364.8826513,342.0781685
1202,Louisiana,Male,1992-01-01,350.4219649,357.9713135,336.1732106
1203,Louisiana,Male,1993-01-01,355.7696672,364.1659366,341.3529008
1204,Louisiana,Male,1994-01-01,351.754599,359.7938262,336.6126086
1205,Louisiana,Male,1995-01-01,352.4419347,360.6485665,337.6434389
1206,Louisiana,Male,1996-01-01,346.8569215,355.1868302,332.5635424
1207,Louisiana,Male,1997-01-01,335.4674311,343.8891197,321.8527992
1208,Louisiana,Male,1998-01-01,334.1821293,341.905945,320.8963617
1209,Louisiana,Male,1999-01-01,332.3005252,340.6711034,320.4465657
1210,Louisiana,Male,2000-01-01,327.7726858,336.5536021,317.4573857
1211,Louisiana,Male,2001-01-01,326.8298052,337.2452361,316.9546562
1212,Louisiana,Male,2002-01-01,322.3644568,332.9505005,313.4388936
1213,Louisiana,Male,2003-01-01,316.7711073,328.3634889,308.0987121
1214,Louisiana,Male,2004-01-01,308.7728946,319.9858131,300.9099744
1215,Louisiana,Male,2005-01-01,305.275941,316.7213456,297.8886274
1216,Louisiana,Male,2006-01-01,301.1185903,313.1457541,293.4649712
1217,Louisiana,Male,2007-01-01,294.7245589,306.9161605,287.0679632
1218,Louisiana,Male,2008-01-01,292.4484245,305.0961415,285.5589884
1219,Louisiana,Male,2009-01-01,287.3128142,299.7078332,280.0104229
1220,Louisiana,Male,2010-01-01,282.6140975,296.2457487,275.3542906
1221,Louisiana,Male,2011-01-01,281.4425846,294.6629905,274.8315738
1222,Louisiana,Male,2012-01-01,279.6813174,293.3067614,272.1576376
1223,Louisiana,Male,2013-01-01,279.2418246,294.2248972,271.4871796
1224,Louisiana,Male,2014-01-01,281.7263842,296.8666171,273.8675228
1225,Louisiana,Female,1980-01-01,194.9699075,198.8331549,190.6881295
1226,Louisiana,Female,1981-01-01,194.2509078,197.8215003,190.3169241
1227,Louisiana,Female,1982-01-01,192.971122,196.4954176,188.7216655
1228,Louisiana,Female,1983-01-01,195.5491714,198.9785067,191.5947624
1229,Louisiana,Female,1984-01-01,196.5339055,199.9938857,192.4557504
1230,Louisiana,Female,1985-01-01,199.6919145,203.3079431,195.477689
1231,Louisiana,Female,1986-01-01,197.9643035,201.4260635,193.4966893
1232,Louisiana,Female,1987-01-01,198.8724757,202.3971587,194.2811057
1233,Louisiana,Female,1988-01-01,202.8889597,206.6020805,198.3799767
1234,Louisiana,Female,1989-01-01,202.111737,205.6956042,197.4750168
1235,Louisiana,Female,1990-01-01,200.5455159,204.169187,195.5670891
1236,Louisiana,Female,1991-01-01,202.4382483,206.1908442,197.2295847
1237,Louisiana,Female,1992-01-01,199.3618829,203.0158414,194.2606936
1238,Louisiana,Female,1993-01-01,204.1553309,207.8061712,198.9487612
1239,Louisiana,Female,1994-01-01,203.0937616,206.7836048,197.8828694
1240,Louisiana,Female,1995-01-01,206.022823,209.8653694,200.9643022
1241,Louisiana,Female,1996-01-01,202.6002873,206.4341343,198.1737028
1242,Louisiana,Female,1997-01-01,202.5754886,206.5171706,198.0245198
1243,Louisiana,Female,1998-01-01,199.5965447,203.205556,195.5768022
1244,Louisiana,Female,1999-01-01,200.6000997,204.0988063,196.7496053
1245,Louisiana,Female,2000-01-01,201.0615773,204.802028,197.1058476
1246,Louisiana,Female,2001-01-01,201.3715891,204.8853482,197.6973589
1247,Louisiana,Female,2002-01-01,200.037387,203.7250181,196.1905579
1248,Louisiana,Female,2003-01-01,198.6058341,202.5370375,194.8641183
1249,Louisiana,Female,2004-01-01,193.3414956,197.1548907,189.7539812
1250,Louisiana,Female,2005-01-01,194.5268554,198.2014699,190.6972557
1251,Louisiana,Female,2006-01-01,191.9097482,195.5304205,188.3510325
1252,Louisiana,Female,2007-01-01,188.228518,192.1056529,184.755729
1253,Louisiana,Female,2008-01-01,188.5379834,192.1153487,185.0420962
1254,Louisiana,Female,2009-01-01,187.1063005,191.1680507,183.4865261
1255,Louisiana,Female,2010-01-01,185.4214885,189.6861329,181.9376783
1256,Louisiana,Female,2011-01-01,185.4667945,189.5630488,181.8051871
1257,Louisiana,Female,2012-01-01,185.4893765,189.8320086,181.8092272
1258,Louisiana,Female,2013-01-01,183.9437004,188.7076917,179.8841169
1259,Louisiana,Female,2014-01-01,186.0055509,190.7781995,181.7982299
1260,Maine,Male,1980-01-01,326.6817033,337.7107692,315.4550722
1261,Maine,Male,1981-01-01,320.9872428,331.7886885,309.6157815
1262,Maine,Male,1982-01-01,316.8617718,327.7037197,305.7833322
1263,Maine,Male,1983-01-01,320.0302906,330.6487502,309.1243654
1264,Maine,Male,1984-01-01,317.6995567,328.359352,306.7405717
1265,Maine,Male,1985-01-01,324.9803415,334.6979187,312.8177384
1266,Maine,Male,1986-01-01,321.7434881,331.6876998,309.3364471
1267,Maine,Male,1987-01-01,321.6866462,331.7627198,309.1671044
1268,Maine,Male,1988-01-01,321.9985889,331.2576543,309.7681772
1269,Maine,Male,1989-01-01,318.8681713,328.6611938,305.8979629
1270,Maine,Male,1990-01-01,314.9858873,323.5209384,300.8501438
1271,Maine,Male,1991-01-01,313.3942171,322.6519787,300.2547062
1272,Maine,Male,1992-01-01,310.0072739,318.5443984,296.3612523
1273,Maine,Male,1993-01-01,313.6605102,322.5404991,300.1810104
1274,Maine,Male,1994-01-01,311.4661406,320.801072,297.5730452
1275,Maine,Male,1995-01-01,312.6079848,321.7445542,298.087429
1276,Maine,Male,1996-01-01,303.1020735,312.0375148,289.5328277
