Index,Location,Sex,Year,Mx,Upper,Lower
1,Alabama,Male,1981-01-01,355.0900526,364.8025609,343.9641639
2,Alabama,Male,1982-01-01,350.1255167,360.6599654,339.1423968
3,Alabama,Male,1983-01-01,347.8082915,357.7727625,336.8772708
4,Alabama,Male,1984-01-01,351.7630096,362.4729641,340.8057983
5,Alabama,Male,1985-01-01,353.813274,363.1898255,341.9161351
6,Alabama,Male,1986-01-01,357.3919521,366.820615,345.2814403
7,Alabama,Male,1987-01-01,354.8984518,363.2118855,343.2173624
8,Alabama,Male,1988-01-01,357.3263121,365.5662215,344.3294283
9,Alabama,Male,1989-01-01,354.8773551,362.9941588,341.2548321
10,Alabama,Male,1990-01-01,350.3227901,358.4190766,336.4752236
11,Alabama,Male,1991-01-01,351.0869191,358.7726192,336.8335437
12,Alabama,Male,1992-01-01,346.8597942,354.8042444,332.7445783
13,Alabama,Male,1993-01-01,348.7351306,356.8119811,334.5792292
14,Alabama,Male,1994-01-01,350.6720974,358.1530089,335.7659237
15,Alabama,Male,1995-01-01,352.0218921,359.9478771,337.128368
16,Alabama,Male,1996-01-01,345.205563,352.6506598,330.5563635
17,Alabama,Male,1997-01-01,339.4168586,347.4324256,326.3458513
18,Alabama,Male,1998-01-01,336.8185092,345.4792927,324.5204447
19,Alabama,Male,1999-01-01,333.5639465,342.6321889,321.3980544
20,Alabama,Male,2000-01-01,333.7796544,342.2784331,322.9721044
21,Alabama,Male,2001-01-01,329.8197385,339.8370375,319.5979242
22,Alabama,Male,2002-01-01,328.2390361,338.3429352,318.9174897
23,Alabama,Male,2003-01-01,324.7595912,335.5058417,315.9607577
24,Alabama,Male,2004-01-01,315.0471569,325.9669999,307.2856285
25,Alabama,Male,2005-01-01,313.180863,324.1150401,304.9849473
26,Alabama,Male,2006-01-01,310.3531596,321.8622524,303.0278752
27,Alabama,Male,2007-01-01,304.3441464,317.0883958,297.2111919
28,Alabama,Male,2008-01-01,300.6875607,313.8493849,293.3156926
29,Alabama,Male,2009-01-01,297.6906571,310.2105758,290.2409565
30,Alabama,Male,2010-01-01,293.3850951,306.3806398,285.7754743
31,Alabama,Male,2011-01-01,294.1913823,308.3541643,286.6529685
32,Alabama,Male,2012-01-01,291.1004866,304.7076958,283.4827933
33,Alabama,Male,2013-01-01,292.8126227,307.5154292,284.9514427
34,Alabama,Male,2014-01-01,292.1051871,307.5550064,284.0255222
35,Alabama,Female,1980-01-01,183.8007577,187.4624503,179.9038952
36,Alabama,Female,1981-01-01,182.9553837,186.3489413,179.0582188
37,Alabama,Female,1982-01-01,182.1753618,185.6619215,178.458692
38,Alabama,Female,1983-01-01,184.3469353,187.6948436,180.5277797
39,Alabama,Female,1984-01-01,186.7124921,190.2034116,182.414252
40,Alabama,Female,1985-01-01,188.0337641,191.5746884,184.0565218
41,Alabama,Female,1986-01-01,189.0648815,192.4561614,184.854331
42,Alabama,Female,1987-01-01,190.6809011,194.3832104,186.5489875
43,Alabama,Female,1988-01-01,192.4772632,195.9941544,187.9972578
44,Alabama,Female,1989-01-01,192.1663775,195.6907059,187.1754481
45,Alabama,Female,1990-01-01,192.1384082,195.5740421,187.2528969
46,Alabama,Female,1991-01-01,193.5297634,197.4168637,188.3840805
47,Alabama,Female,1992-01-01,191.0259354,194.582197,186.28494
48,Alabama,Female,1993-01-01,195.4052146,199.106331,190.395063
49,Alabama,Female,1994-01-01,196.3298834,200.0968778,190.9103324
50,Alabama,Female,1995-01-01,197.4078415,201.0899912,192.6889377
51,Alabama,Female,1996-01-01,196.0152196,199.6106738,191.8653252
52,Alabama,Female,1997-01-01,195.4482532,199.023297,191.384616
53,Alabama,Female,1998-01-01,194.1090545,197.4764701,190.0892384
54,Alabama,Female,1999-01-01,195.0152012,198.5886414,191.2063926
55,Alabama,Female,2000-01-01,193.7224673,197.3434234,189.9510041
56,Alabama,Female,2001-01-01,197.0363559,200.4539557,193.5610611
57,Alabama,Female,2002-01-01,194.9455705,198.4214091,191.4536882
58,Alabama,Female,2003-01-01,194.8169397,198.5061703,191.4028655
59,Alabama,Female,2004-01-01,190.8533998,194.9056849,187.2374503
60,Alabama,Female,2005-01-01,191.4156578,195.4394931,187.8997039
61,Alabama,Female,2006-01-01,190.1278768,193.7444083,186.6226946
62,Alabama,Female,2007-01-01,187.0889737,190.919196,183.6243649
63,Alabama,Female,2008-01-01,186.6735993,190.5892792,183.067165
64,Alabama,Female,2009-01-01,186.5292911,190.4883063,183.014433
65,Alabama,Female,2010-01-01,184.3027202,188.3850242,180.8741442
66,Alabama,Female,2011-01-01,184.3021139,188.5727555,180.5610167
67,Alabama,Female,2012-01-01,184.5687639,189.0296697,180.804136
68,Alabama,Female,2013-01-01,183.9205289,188.1955096,180.1631744
69,Alabama,Female,2014-01-01,186.2970255,190.8579925,182.3682095
70,Alaska,Male,1980-01-01,306.3864953,319.9074064,293.7958471
71,Alaska,Male,1981-01-01,299.9392782,313.4022231,286.6671845
72,Alaska,Male,1982-01-01,294.0517186,306.0028047,281.4521675
73,Alaska,Male,1983-01-01,294.6029975,306.841204,281.3516169
74,Alaska,Male,1984-01-01,293.2531585,304.8463593,280.6662784
75,Alaska,Male,1985-01-01,295.5019034,307.7796356,282.1191864
76,Alaska,Male,1986-01-01,293.4792863,305.7493704,279.6348682
77,Alaska,Male,1987-01-01,293.5962619,305.7097662,279.7811426
78,Alaska,Male,1988-01-01,293.9342363,305.4167412,280.9789255
79,Alaska,Male,1989-01-01,290.9009865,302.7385501,277.1151869
80,Alaska,Male,1990-01-01,288.8315731,300.8944576,273.8176795
81,Alaska,Male,1991-01-01,285.7421164,297.7110679,271.2760102
82,Alaska,Male,1992-01-01,282.4096282,293.4656041,268.2101527
83,Alaska,Male,1993-01-01,284.0834836,295.2580219,269.90922
84,Alaska,Male,1994-01-01,282.565727,292.8676969,267.8370092
85,Alaska,Male,1995-01-01,284.9466729,296.3564848,270.5227321
86,Alaska,Male,1996-01-01,276.1602813,286.7478364,263.0100041
87,Alaska,Male,1997-01-01,269.2898668,279.7670949,257.0718505
88,Alaska,Male,1998-01-01,264.8443077,275.6045875,252.9086561
89,Alaska,Male,1999-01-01,261.8419803,271.6729187,250.0983142
90,Alaska,Male,2000-01-01,261.3089502,271.2602986,249.8824419
91,Alaska,Male,2001-01-01,260.3743263,271.4756195,249.276302
92,Alaska,Male,2002-01-01,257.6321552,268.6522818,246.7050741
93,Alaska,Male,2003-01-01,251.6812734,262.1718121,242.1129072
94,Alaska,Male,2004-01-01,240.9935695,252.0442487,230.8868134
95,Alaska,Male,2005-01-01,239.5649517,250.0205925,230.1487289
96,Alaska,Male,2006-01-01,234.5544169,245.5779755,225.45807
97,Alaska,Male,2007-01-01,232.7632374,243.8174818,223.767915
98,Alaska,Male,2008-01-01,229.7589011,240.5948875,221.5883998
99,Alaska,Male,2009-01-01,226.0868021,237.1226779,217.5723
100,Alaska,Male,2010-01-01,222.5297038,235.2894934,213.7010554
101,Alaska,Male,2011-01-01,222.8974527,235.1909575,214.0277261
102,Alaska,Male,2012-01-01,218.8419679,231.2129026,209.9435073
103,Alaska,Male,2013-01-01,220.127342,232.4539564,211.0292292
104,Alaska,Male,2014-01-01,223.9808996,236.3316565,214.5070735
105,Alaska,Female,1980-01-01,192.4165505,202.0569172,183.5534873
106,Alaska,Female,1981-01-01,190.8210424,200.4401364,181.6563613
107,Alaska,Female,1982-01-01,189.4565673,198.2417351,181.0075908
108,Alaska,Female,1983-01-01,189.283192,197.5060979,181.1356462
109,Alaska,Female,1984-01-01,189.2759376,197.6708991,180.7874276
110,Alaska,Female,1985-01-01,190.8455888,199.4954943,182.201629
111,Alaska,Female,1986-01-01,192.8167614,201.5391536,184.7847577
112,Alaska,Female,1987-01-01,191.9369909,199.9907793,183.8301563
113,Alaska,Female,1988-01-01,193.3064163,201.1352757,185.1262139
114,Alaska,Female,1989-01-01,190.5620671,198.3726413,182.5635231
115,Alaska,Female,1990-01-01,189.1799941,197.0293506,181.1887298
116,Alaska,Female,1991-01-01,190.3111751,198.3675716,182.2131467
117,Alaska,Female,1992-01-01,189.3322305,196.7719251,181.7075676
118,Alaska,Female,1993-01-01,190.3501463,197.9153289,182.5085548
119,Alaska,Female,1994-01-01,189.9478451,197.4010134,181.9488521
120,Alaska,Female,1995-01-01,191.8486917,199.5173025,184.2900696
121,Alaska,Female,1996-01-01,190.0154711,197.3780001,182.4108509
122,Alaska,Female,1997-01-01,187.9794311,194.8045106,180.4405471
123,Alaska,Female,1998-01-01,185.4477081,192.401013,178.5512072
124,Alaska,Female,1999-01-01,187.4514459,194.0680255,180.7610322
125,Alaska,Female,2000-01-01,186.6909956,193.6617906,179.7632111
126,Alaska,Female,2001-01-01,187.2235137,194.6197364,180.3747985
127,Alaska,Female,2002-01-01,185.5421495,192.3393807,178.450777
128,Alaska,Female,2003-01-01,182.5713693,189.675073,176.1309256
129,Alaska,Female,2004-01-01,176.9563329,183.481714,170.4264808
130,Alaska,Female,2005-01-01,176.7803916,183.2923069,169.8190357
131,Alaska,Female,2006-01-01,177.3678587,183.99693,171.0642449
132,Alaska,Female,2007-01-01,174.2672576,180.4534174,167.7139107
133,Alaska,Female,2008-01-01,172.2679596,178.9302999,165.6950271
134,Alaska,Female,2009-01-01,172.8224922,179.6527502,165.8517419
135,Alaska,Female,2010-01-01,169.5297678,176.437487,163.1288607
136,Alaska,Female,2011-01-01,169.8454057,176.5332285,163.234354
137,Alaska,Female,2012-01-01,169.0670816,176.2783091,162.4965115
138,Alaska,Female,2013-01-01,170.5576305,177.6904265,163.8873383
139,Alaska,Female,2014-01-01,170.0476079,176.6911506,163.5070982
140,Arizona,Male,1980-01-01,274.1991363,283.9255751,264.4898836
141,Arizona,Male,1981-01-01,272.594432,281.8908124,263.3842334
142,Arizona,Male,1982-01-01,270.4200547,279.0215655,261.3833066
143,Arizona,Male,1983-01-01,263.1394819,272.7132956,253.1544741
144,Arizona,Male,1984-01-01,265.7808494,274.4939991,256.2550846
145,Arizona,Male,1985-01-01,265.4612822,273.9273809,256.1341035
146,Arizona,Male,1986-01-01,264.7087657,273.0550577,255.2619487
147,Arizona,Male,1987-01-01,266.2847171,275.2091499,255.7268734
148,Arizona,Male,1988-01-01,268.0574868,275.638957,258.2040545
149,Arizona,Male,1989-01-01,258.8808736,266.3468465,247.958947
150,Arizona,Male,1990-01-01,260.399191,267.5441316,249.2903505
151,Arizona,Male,1991-01-01,260.0401791,267.2705763,248.4117365
152,Arizona,Male,1992-01-01,258.1414894,265.7665323,246.6087726
153,Arizona,Male,1993-01-01,258.1753289,265.1050953,246.9217588
154,Arizona,Male,1994-01-01,257.1040316,264.615833,246.1015352
155,Arizona,Male,1995-01-01,248.2926648,255.4868748,236.691356
156,Arizona,Male,1996-01-01,246.8809547,254.0315975,236.056082
157,Arizona,Male,1997-01-01,237.4601308,244.1661433,225.8355129
158,Arizona,Male,1998-01-01,232.690907,239.2475674,222.9147675
159,Arizona,Male,1999-01-01,237.2491182,244.1018633,228.2044075
160,Arizona,Male,2000-01-01,234.6846326,241.8446077,226.0262554
161,Arizona,Male,2001-01-01,227.7865548,235.6980855,220.3115787
162,Arizona,Male,2002-01-01,232.1253111,240.1136029,224.7976299
163,Arizona,Male,2003-01-01,227.3165637,235.6279738,220.6873841
164,Arizona,Male,2004-01-01,219.4212158,227.5889101,213.260621
165,Arizona,Male,2005-01-01,218.9086266,227.6725352,212.6807114
166,Arizona,Male,2006-01-01,216.6698529,225.1177182,210.5749739
167,Arizona,Male,2007-01-01,211.9023295,221.6699692,206.0648338
168,Arizona,Male,2008-01-01,207.0525791,216.2274909,201.1680602
169,Arizona,Male,2009-01-01,204.9979396,214.5830626,198.7868352
170,Arizona,Male,2010-01-01,202.0722255,211.9405777,196.4040346
171,Arizona,Male,2011-01-01,198.5504833,208.5930799,193.0908241
172,Arizona,Male,2012-01-01,200.9311862,211.4317007,195.2486689
173,Arizona,Male,2013-01-01,198.4414919,209.0687799,192.8348231
174,Arizona,Male,2014-01-01,199.8768797,210.2102775,193.9748551
175,Arizona,Female,1980-01-01,169.9844547,174.8659117,164.6430717
176,Arizona,Female,1981-01-01,164.9317252,169.7118331,160.1123315
177,Arizona,Female,1982-01-01,165.2951296,169.6878876,160.0351219
178,Arizona,Female,1983-01-01,165.8650616,170.2681859,161.1358261
179,Arizona,Female,1984-01-01,167.6111322,172.3994404,162.979073
180,Arizona,Female,1985-01-01,167.0012459,171.8044973,162.2612299
181,Arizona,Female,1986-01-01,166.6502075,170.8746976,162.2520899
182,Arizona,Female,1987-01-01,167.9108145,171.9512521,162.7470488
183,Arizona,Female,1988-01-01,168.5745807,172.8654991,163.9922597
184,Arizona,Female,1989-01-01,168.9202019,173.2210833,163.9566427
185,Arizona,Female,1990-01-01,167.9771876,172.2177502,163.0058649
186,Arizona,Female,1991-01-01,167.7243178,172.0084885,162.9458682
187,Arizona,Female,1992-01-01,165.4680612,169.4797562,160.5606304
188,Arizona,Female,1993-01-01,167.2394403,171.2985652,162.4187721
189,Arizona,Female,1994-01-01,168.0991278,172.4241918,163.2510765
190,Arizona,Female,1995-01-01,166.0728925,169.8683841,161.3389723
191,Arizona,Female,1996-01-01,162.9006532,166.9027238,158.555326
192,Arizona,Female,1997-01-01,162.9058116,166.8738229,159.1340367
193,Arizona,Female,1998-01-01,158.712815,162.4552355,154.7471672
194,Arizona,Female,1999-01-01,161.5060292,165.0140959,157.4503913
195,Arizona,Female,2000-01-01,161.2189806,164.8294854,157.2430037
196,Arizona,Female,2001-01-01,161.9603417,165.6688695,158.0113003
197,Arizona,Female,2002-01-01,158.4373729,162.3459463,154.6014864
198,Arizona,Female,2003-01-01,157.1759025,160.8172625,153.5324438
199,Arizona,Female,2004-01-01,154.2165088,157.8378018,150.7764487
200,Arizona,Female,2005-01-01,154.7724332,158.5905391,151.1274703
201,Arizona,Female,2006-01-01,153.7711695,157.1678827,150.3912078
202,Arizona,Female,2007-01-01,149.6918614,153.3420436,146.1317671
203,Arizona,Female,2008-01-01,147.7363006,151.2092532,144.435981
204,Arizona,Female,2009-01-01,148.8808533,152.3317972,145.4766781
205,Arizona,Female,2010-01-01,145.8786374,149.698921,142.3603343
206,Arizona,Female,2011-01-01,146.6571378,150.318433,143.3078418
207,Arizona,Female,2012-01-01,146.6754381,150.6612873,143.3547821
208,Arizona,Female,2013-01-01,145.9947476,149.7077384,142.669253
209,Arizona,Female,2014-01-01,146.1923142,149.967383,142.7574554
210,Arkansas,Male,1980-01-01,344.1648781,353.9775794,333.6026112
211,Arkansas,Male,1981-01-01,340.6948487,350.9275976,329.442106
212,Arkansas,Male,1982-01-01,338.065497,347.2374203,327.8646439
213,Arkansas,Male,1983-01-01,338.207921,347.6692269,326.6625326
214,Arkansas,Male,1984-01-01,338.7759917,348.4111148,327.5818982
215,Arkansas,Male,1985-01-01,341.1616556,350.2935063,330.5572692
216,Arkansas,Male,1986-01-01,342.6833455,351.8616687,331.2128677
217,Arkansas,Male,1987-01-01,341.5707196,349.8131678,329.0211668
218,Arkansas,Male,1988-01-01,341.5287081,349.8998151,329.2454261
219,Arkansas,Male,1989-01-01,338.3900287,346.2866731,325.6810353
220,Arkansas,Male,1990-01-01,337.1828476,344.3979658,323.8816225
221,Arkansas,Male,1991-01-01,333.7054373,341.271756,319.2172281
222,Arkansas,Male,1992-01-01,331.6112593,339.0277614,317.4415749
223,Arkansas,Male,1993-01-01,335.1426514,342.5571132,320.63076
224,Arkansas,Male,1994-01-01,333.2565734,341.0852596,319.2602656
225,Arkansas,Male,1995-01-01,335.0163738,342.4752913,320.7736769
226,Arkansas,Male,1996-01-01,325.7118011,333.1076897,312.280325
227,Arkansas,Male,1997-01-01,318.8845335,326.3578325,305.8408064
228,Arkansas,Male,1998-01-01,316.0757806,323.5471459,303.307903
229,Arkansas,Male,1999-01-01,314.7469091,322.492058,303.4402489
230,Arkansas,Male,2000-01-01,312.6276729,321.4355941,301.5680922
231,Arkansas,Male,2001-01-01,310.547241,319.5621619,300.6756025
232,Arkansas,Male,2002-01-01,308.4989878,317.932304,299.5303396
233,Arkansas,Male,2003-01-01,304.0083713,313.9883638,295.8096051
234,Arkansas,Male,2004-01-01,294.0983725,304.1902702,286.8079624
235,Arkansas,Male,2005-01-01,293.7169127,304.7677466,286.6333577
236,Arkansas,Male,2006-01-01,289.2291189,300.7138549,282.1547055
237,Arkansas,Male,2007-01-01,283.205837,294.5228677,276.2079747
238,Arkansas,Male,2008-01-01,282.3603015,294.8413177,275.7798162
239,Arkansas,Male,2009-01-01,278.2300986,291.5436904,271.5992097
240,Arkansas,Male,2010-01-01,274.3798503,286.6662567,267.6651847
241,Arkansas,Male,2011-01-01,273.5529334,287.1860208,266.447124
242,Arkansas,Male,2012-01-01,271.9955145,284.891163,265.0692758
243,Arkansas,Male,2013-01-01,271.5268856,285.5000109,263.8337017
244,Arkansas,Male,2014-01-01,274.2245456,287.788351,266.9287561
245,Arkansas,Female,1980-01-01,182.5466171,185.9996889,178.9711803
246,Arkansas,Female,1981-01-01,181.5540222,184.8201649,177.963246
247,Arkansas,Female,1982-01-01,180.3325244,183.4570589,176.5411228
248,Arkansas,Female,1983-01-01,181.9131838,184.9591109,178.1953655
249,Arkansas,Female,1984-01-01,183.188865,186.2880631,179.4012677
250,Arkansas,Female,1985-01-01,185.7850716,189.0024508,181.9055874
251,Arkansas,Female,1986-01-01,186.2680084,189.4214556,182.4693912
252,Arkansas,Female,1987-01-01,187.6957959,190.9814972,183.4375351
253,Arkansas,Female,1988-01-01,189.8774861,192.9635148,185.2867966
254,Arkansas,Female,1989-01-01,189.395242,192.4674173,184.6848319
255,Arkansas,Female,1990-01-01,188.2604353,191.5805537,183.7518285
256,Arkansas,Female,1991-01-01,190.2361724,193.4943079,185.0288857
257,Arkansas,Female,1992-01-01,188.1938707,191.4602927,183.6818171
258,Arkansas,Female,1993-01-01,191.8087798,195.2412932,186.9274762
259,Arkansas,Female,1994-01-01,191.013222,194.3923167,186.7462848
260,Arkansas,Female,1995-01-01,193.1676068,196.4603679,188.7040999
261,Arkansas,Female,1996-01-01,190.0948693,193.2794093,186.0702911
262,Arkansas,Female,1997-01-01,190.0258586,193.3322722,186.2194719
263,Arkansas,Female,1998-01-01,188.1775804,191.5494823,184.6594174
264,Arkansas,Female,1999-01-01,189.4318416,192.8629376,185.7793188
265,Arkansas,Female,2000-01-01,189.3078186,192.759773,185.9655573
266,Arkansas,Female,2001-01-01,190.5426746,193.9743145,187.2035486
267,Arkansas,Female,2002-01-01,189.3267685,192.995709,186.1582085
268,Arkansas,Female,2003-01-01,188.5268885,191.9428664,185.1719315
269,Arkansas,Female,2004-01-01,185.012829,188.5020445,181.7190407
270,Arkansas,Female,2005-01-01,185.3345388,188.9389399,182.2823694
271,Arkansas,Female,2006-01-01,183.7383542,187.1071815,180.531598
272,Arkansas,Female,2007-01-01,181.5246883,185.1599533,178.3331659
273,Arkansas,Female,2008-01-01,180.243816,183.6870639,176.9220764
274,Arkansas,Female,2009-01-01,179.8521434,183.4764905,176.6800804
275,Arkansas,Female,2010-01-01,177.5776196,181.3227715,174.2810137
276,Arkansas,Female,2011-01-01,177.7607965,181.4515234,174.3321639
277,Arkansas,Female,2012-01-01,177.6676101,181.6796407,174.122801
278,Arkansas,Female,2013-01-01,177.0259725,181.0940044,173.2804285
279,Arkansas,Female,2014-01-01,178.4190054,182.8053466,174.4453462
280,California,Male,1980-01-01,295.6977769,304.8513766,286.3367042
281,California,Male,1981-01-01,291.7528625,300.3596105,282.1215664
282,California,Male,1982-01-01,288.7774926,297.9563817,279.0662317
283,California,Male,1983-01-01,282.0007825,290.5170189,272.6401761
284,California,Male,1984-01-01,286.4994798,294.3104226,276.7933265
285,California,Male,1985-01-01,286.8871882,295.243736,277.099889
286,California,Male,1986-01-01,284.0417887,291.3694116,273.8405953
287,California,Male,1987-01-01,281.0447187,288.7946131,270.7252666
288,California,Male,1988-01-01,279.2284664,285.8439982,269.0921297
289,California,Male,1989-01-01,275.3417152,281.4114179,264.7520526
290,California,Male,1990-01-01,270.132532,276.1728981,258.7897196
291,California,Male,1991-01-01,268.0663981,274.1141763,256.7371926
292,California,Male,1992-01-01,263.8129585,269.5946735,252.1549476
293,California,Male,1993-01-01,265.1903627,271.0459295,253.3869619
294,California,Male,1994-01-01,262.1907748,268.1414061,250.566436
295,California,Male,1995-01-01,262.5097261,268.2579641,250.5819943
296,California,Male,1996-01-01,251.1549111,256.8361462,240.0568422
297,California,Male,1997-01-01,244.7666997,250.3539987,234.6973413
298,California,Male,1998-01-01,238.7969095,244.4483855,229.1511681
299,California,Male,1999-01-01,238.170337,244.5987675,229.1927338
300,California,Male,2000-01-01,235.1757122,241.5930991,227.1162763
301,California,Male,2001-01-01,234.6125339,241.5485049,227.114278
302,California,Male,2002-01-01,229.0268435,237.0103802,222.0306299
303,California,Male,2003-01-01,225.5030269,233.319464,219.0777566
304,California,Male,2004-01-01,217.0809273,225.2893668,211.1953826
305,California,Male,2005-01-01,216.450611,224.7845617,210.7284461
306,California,Male,2006-01-01,212.4956842,221.3661835,207.4339207
307,California,Male,2007-01-01,208.9399802,218.1935262,203.8453167
308,California,Male,2008-01-01,204.3428015,213.2402753,199.6754561
309,California,Male,2009-01-01,202.6535077,212.1685998,198.0473563
310,California,Male,2010-01-01,197.8132763,207.4109663,193.1149131
311,California,Male,2011-01-01,196.7020404,206.7318481,191.9835825
312,California,Male,2012-01-01,194.8391669,204.9907839,190.2291104
313,California,Male,2013-01-01,193.1166661,203.3550252,188.3980509
314,California,Male,2014-01-01,194.1498395,204.8192984,189.1452981
315,California,Female,1980-01-01,190.0016519,193.0050674,186.6406593
316,California,Female,1981-01-01,187.5990986,190.4947031,184.3644057
317,California,Female,1982-01-01,186.6001701,189.5785065,183.1940719
318,California,Female,1983-01-01,185.4338122,188.2394618,181.9341373
319,California,Female,1984-01-01,187.0804229,189.8747336,183.8469366
320,California,Female,1985-01-01,187.9467449,190.6278662,184.449406
321,California,Female,1986-01-01,186.7912011,189.6017635,183.2756453
322,California,Female,1987-01-01,187.4988635,190.3178174,183.3481974
323,California,Female,1988-01-01,187.0783996,189.8724044,182.8111646
324,California,Female,1989-01-01,185.301158,187.9538438,181.1300251
325,California,Female,1990-01-01,181.8019959,184.5010418,177.2884574
326,California,Female,1991-01-01,183.9386927,186.7896811,179.574148
327,California,Female,1992-01-01,179.7421482,182.3783751,175.5208228
328,California,Female,1993-01-01,181.5928159,184.4198933,177.2940303
329,California,Female,1994-01-01,180.7431473,183.4466766,176.5910548
330,California,Female,1995-01-01,179.3579808,182.0081416,175.4640928
331,California,Female,1996-01-01,176.5750809,179.2537983,173.2269587
332,California,Female,1997-01-01,174.8181015,177.5518116,171.5144003
333,California,Female,1998-01-01,169.9952771,172.5385764,167.0444572
334,California,Female,1999-01-01,171.117755,173.6799104,168.1264509
335,California,Female,2000-01-01,169.1424622,171.6804286,166.636721
336,California,Female,2001-01-01,171.8945545,174.3763247,169.2835786
337,California,Female,2002-01-01,166.7823442,169.3064975,164.2662564
338,California,Female,2003-01-01,164.9269471,167.1988153,162.5427024
339,California,Female,2004-01-01,159.2343327,161.5227955,156.8814087
340,California,Female,2005-01-01,159.5708889,162.0057749,157.2247243
341,California,Female,2006-01-01,157.8414399,160.2197574,155.5303248
342,California,Female,2007-01-01,154.163954,156.5900093,151.813027
343,California,Female,2008-01-01,151.078088,153.579385,148.5893175
344,California,Female,2009-01-01,151.2146957,153.6989656,148.8825137
345,California,Female,2010-01-01,148.2050545,150.8247237,145.8926175
346,California,Female,2011-01-01,147.3778216,149.9121636,145.1063966
347,California,Female,2012-01-01,147.3805232,150.2834947,144.9574947
348,California,Female,2013-01-01,144.4115226,147.2037322,141.7354588
349,California,Female,2014-01-01,144.326197,147.3264545,141.6161023
350,Colorado,Male,1980-01-01,253.8449484,263.0864571,244.9402274
351,Colorado,Male,1981-01-01,253.4626182,262.3743006,244.5007406
352,Colorado,Male,1982-01-01,246.5513307,255.4290459,237.7846437
353,Colorado,Male,1983-01-01,244.7223618,252.7058242,236.0351142
354,Colorado,Male,1984-01-01,246.4990895,254.5604374,237.3959148
355,Colorado,Male,1985-01-01,244.3838657,252.3125252,235.0839201
356,Colorado,Male,1986-01-01,247.1980268,255.279866,237.4959729
357,Colorado,Male,1987-01-01,248.064734,255.9734229,237.7373662
358,Colorado,Male,1988-01-01,245.7027125,253.4630614,235.2776508
359,Colorado,Male,1989-01-01,245.7602581,253.7430418,235.1574986
360,Colorado,Male,1990-01-01,246.4714255,253.9298441,235.3722189
361,Colorado,Male,1991-01-01,244.8451907,252.3641137,233.2924172
362,Colorado,Male,1992-01-01,238.9442916,246.1838298,227.6179788
363,Colorado,Male,1993-01-01,242.370554,249.7443508,231.0456165
364,Colorado,Male,1994-01-01,243.6824689,251.385524,232.0195131
365,Colorado,Male,1995-01-01,241.8348382,249.0612322,230.0227641
366,Colorado,Male,1996-01-01,235.236607,242.3116577,223.6005363
367,Colorado,Male,1997-01-01,230.9765658,238.278302,219.9525913
368,Colorado,Male,1998-01-01,229.616627,236.9912523,218.9116172
369,Colorado,Male,1999-01-01,224.9501178,232.066376,215.7141164
370,Colorado,Male,2000-01-01,222.4589662,229.7574653,213.5396309
371,Colorado,Male,2001-01-01,221.2590907,228.9164398,213.2010591
372,Colorado,Male,2002-01-01,223.498409,231.935765,216.1216445
373,Colorado,Male,2003-01-01,219.0249064,227.3315433,211.9471045
374,Colorado,Male,2004-01-01,209.3947641,217.3666035,203.0870176
375,Colorado,Male,2005-01-01,206.4775379,215.5653389,199.7760079
376,Colorado,Male,2006-01-01,205.4323709,214.2354467,199.1714188
377,Colorado,Male,2007-01-01,200.7249792,210.1257408,194.0489294
378,Colorado,Male,2008-01-01,200.5959283,210.2922629,194.3621869
379,Colorado,Male,2009-01-01,196.5171655,205.7564477,190.2509232
380,Colorado,Male,2010-01-01,192.176359,202.0500514,186.0918102
381,Colorado,Male,2011-01-01,192.3406327,202.8051307,186.2029518
382,Colorado,Male,2012-01-01,191.1890822,202.1110008,185.2814621
383,Colorado,Male,2013-01-01,189.8526682,200.3117577,184.1247587
384,Colorado,Male,2014-01-01,193.037126,203.326697,186.6340509
385,Colorado,Female,1980-01-01,157.5290139,161.9789219,152.8289482
386,Colorado,Female,1981-01-01,157.7726098,162.4599196,153.330847
387,Colorado,Female,1982-01-01,157.450273,162.0896381,152.4980304
388,Colorado,Female,1983-01-01,157.1984867,161.6883467,152.4795717
389,Colorado,Female,1984-01-01,161.4140596,165.960785,156.4941213
390,Colorado,Female,1985-01-01,159.7165454,163.809267,155.0865334
391,Colorado,Female,1986-01-01,161.3888499,165.7767781,156.3140698
392,Colorado,Female,1987-01-01,161.3747196,165.7264741,156.7267045
393,Colorado,Female,1988-01-01,163.2280916,167.5823775,158.2940249
394,Colorado,Female,1989-01-01,162.1564935,166.7696235,157.599957
395,Colorado,Female,1990-01-01,161.0823483,165.1317307,155.490302
396,Colorado,Female,1991-01-01,164.004318,169.0732498,158.9450674
397,Colorado,Female,1992-01-01,157.0541759,161.3366096,152.1185606
398,Colorado,Female,1993-01-01,162.6081695,166.9880863,157.5650797
399,Colorado,Female,1994-01-01,159.0973537,163.5238933,154.4739406
400,Colorado,Female,1995-01-01,161.7226965,166.1716861,156.8915806
401,Colorado,Female,1996-01-01,160.8763809,164.9840835,156.3581506
402,Colorado,Female,1997-01-01,157.8537601,162.0134007,153.2805374
403,Colorado,Female,1998-01-01,158.3697905,162.400055,154.0853196
404,Colorado,Female,1999-01-01,158.3007861,162.2767051,154.1776155
405,Colorado,Female,2000-01-01,156.9892682,161.3032792,153.2137055
406,Colorado,Female,2001-01-01,161.6279249,165.5147291,157.4625689
