,Location,Sex,Year,Mx
3335,West Virginia,Female,1991-01-01,204.0397852
3336,West Virginia,Female,1992-01-01,201.6046395
3337,West Virginia,Female,1993-01-01,206.1053618
3338,West Virginia,Female,1994-01-01,206.2882536
3339,West Virginia,Female,1995-01-01,208.3735846
3340,West Virginia,Female,1996-01-01,206.0957922
3341,West Virginia,Female,1997-01-01,205.7492367
3342,West Virginia,Female,1998-01-01,203.6797683
3343,West Virginia,Female,1999-01-01,205.2098408
3344,West Virginia,Female,2000-01-01,205.5501133
3345,West Virginia,Female,2001-01-01,208.0201357
3346,West Virginia,Female,2002-01-01,205.8995748
3347,West Virginia,Female,2003-01-01,204.692884
3348,West Virginia,Female,2004-01-01,200.3165648
3349,West Virginia,Female,2005-01-01,200.9456925
3350,West Virginia,Female,2006-01-01,199.2340644
3351,West Virginia,Female,2007-01-01,196.4613656
3352,West Virginia,Female,2008-01-01,194.9546296
3353,West Virginia,Female,2009-01-01,195.9104827
3354,West Virginia,Female,2010-01-01,193.0490547
3355,West Virginia,Female,2011-01-01,193.8811295
3356,West Virginia,Female,2012-01-01,194.1011215
3357,West Virginia,Female,2013-01-01,193.3288896
3358,West Virginia,Female,2014-01-01,196.255874
3359,Wisconsin,Male,1980-01-01,287.173771
3360,Wisconsin,Male,1981-01-01,285.1254361
3361,Wisconsin,Male,1982-01-01,280.6317096
3362,Wisconsin,Male,1983-01-01,281.600999
3363,Wisconsin,Male,1984-01-01,284.0010722
3364,Wisconsin,Male,1985-01-01,284.4878802
3365,Wisconsin,Male,1986-01-01,286.5497761
3366,Wisconsin,Male,1987-01-01,284.9560141
3367,Wisconsin,Male,1988-01-01,287.2502074
3368,Wisconsin,Male,1989-01-01,284.5858742
3369,Wisconsin,Male,1990-01-01,282.0308532
3370,Wisconsin,Male,1991-01-01,281.2930702
3371,Wisconsin,Male,1992-01-01,276.9379648
3372,Wisconsin,Male,1993-01-01,279.2816344
3373,Wisconsin,Male,1994-01-01,279.1938417
3374,Wisconsin,Male,1995-01-01,279.4553455
3375,Wisconsin,Male,1996-01-01,273.7561072
3376,Wisconsin,Male,1997-01-01,266.1242922
3377,Wisconsin,Male,1998-01-01,266.020601
3378,Wisconsin,Male,1999-01-01,264.8418572
3379,Wisconsin,Male,2000-01-01,263.1851874
3380,Wisconsin,Male,2001-01-01,260.4769457
3381,Wisconsin,Male,2002-01-01,259.2515845
3382,Wisconsin,Male,2003-01-01,252.7889875
3383,Wisconsin,Male,2004-01-01,247.1009166
3384,Wisconsin,Male,2005-01-01,245.2246015
3385,Wisconsin,Male,2006-01-01,240.6573175
3386,Wisconsin,Male,2007-01-01,235.9540376
3387,Wisconsin,Male,2008-01-01,233.9700681
3388,Wisconsin,Male,2009-01-01,230.8043796
3389,Wisconsin,Male,2010-01-01,227.880506
3390,Wisconsin,Male,2011-01-01,227.8229813
3391,Wisconsin,Male,2012-01-01,224.9347419
3392,Wisconsin,Male,2013-01-01,225.80046
3393,Wisconsin,Male,2014-01-01,227.9038763
3394,Wisconsin,Female,1980-01-01,175.0452365
3395,Wisconsin,Female,1981-01-01,173.8444697
3396,Wisconsin,Female,1982-01-01,173.2210593
3397,Wisconsin,Female,1983-01-01,173.2316173
3398,Wisconsin,Female,1984-01-01,174.9390095
3399,Wisconsin,Female,1985-01-01,176.5435259
3400,Wisconsin,Female,1986-01-01,177.4206434
3401,Wisconsin,Female,1987-01-01,178.1975724
3402,Wisconsin,Female,1988-01-01,179.1227235
3403,Wisconsin,Female,1989-01-01,177.6954378
3404,Wisconsin,Female,1990-01-01,176.8005382
3405,Wisconsin,Female,1991-01-01,178.0340642
3406,Wisconsin,Female,1992-01-01,175.5392765
3407,Wisconsin,Female,1993-01-01,178.5568328
3408,Wisconsin,Female,1994-01-01,178.1299074
3409,Wisconsin,Female,1995-01-01,179.5360596
3410,Wisconsin,Female,1996-01-01,177.546556
3411,Wisconsin,Female,1997-01-01,176.4537817
3412,Wisconsin,Female,1998-01-01,174.2317082
3413,Wisconsin,Female,1999-01-01,174.8671495
3414,Wisconsin,Female,2000-01-01,175.024233
3415,Wisconsin,Female,2001-01-01,175.6270496
3416,Wisconsin,Female,2002-01-01,174.6834341
3417,Wisconsin,Female,2003-01-01,171.7909361
3418,Wisconsin,Female,2004-01-01,168.3366564
3419,Wisconsin,Female,2005-01-01,168.9170102
3420,Wisconsin,Female,2006-01-01,167.7485428
3421,Wisconsin,Female,2007-01-01,164.016589
3422,Wisconsin,Female,2008-01-01,163.3659319
3423,Wisconsin,Female,2009-01-01,161.2917658
3424,Wisconsin,Female,2010-01-01,161.027138
3425,Wisconsin,Female,2011-01-01,162.1221861
3426,Wisconsin,Female,2012-01-01,161.0073702
3427,Wisconsin,Female,2013-01-01,160.6363133
3428,Wisconsin,Female,2014-01-01,161.4836888
3429,Wyoming,Male,1980-01-01,271.4352127
3430,Wyoming,Male,1981-01-01,268.7413224
3431,Wyoming,Male,1982-01-01,264.3911246
3432,Wyoming,Male,1983-01-01,265.2057212
3433,Wyoming,Male,1984-01-01,264.5271531
3434,Wyoming,Male,1985-01-01,267.2923792
3435,Wyoming,Male,1986-01-01,268.1233329
3436,Wyoming,Male,1987-01-01,266.2600694
3437,Wyoming,Male,1988-01-01,266.8307224
3438,Wyoming,Male,1989-01-01,264.9244797
3439,Wyoming,Male,1990-01-01,261.5632918
3440,Wyoming,Male,1991-01-01,258.7025069
3441,Wyoming,Male,1992-01-01,257.4501589
3442,Wyoming,Male,1993-01-01,259.5870286
3443,Wyoming,Male,1994-01-01,257.753896
3444,Wyoming,Male,1995-01-01,260.8826127
3445,Wyoming,Male,1996-01-01,253.0152917
3446,Wyoming,Male,1997-01-01,247.9805511
3447,Wyoming,Male,1998-01-01,244.8087611
3448,Wyoming,Male,1999-01-01,244.7537366
3449,Wyoming,Male,2000-01-01,241.3718028
3450,Wyoming,Male,2001-01-01,241.5607137
3451,Wyoming,Male,2002-01-01,238.4792815
3452,Wyoming,Male,2003-01-01,235.1188841
3453,Wyoming,Male,2004-01-01,225.7144984
3454,Wyoming,Male,2005-01-01,225.5407432
3455,Wyoming,Male,2006-01-01,223.543302
3456,Wyoming,Male,2007-01-01,218.2208871
3457,Wyoming,Male,2008-01-01,215.3521412
3458,Wyoming,Male,2009-01-01,213.2464726
3459,Wyoming,Male,2010-01-01,210.5423297
3460,Wyoming,Male,2011-01-01,210.1698513
3461,Wyoming,Male,2012-01-01,207.8571371
3462,Wyoming,Male,2013-01-01,208.8615324
3463,Wyoming,Male,2014-01-01,211.1605179
3464,Wyoming,Female,1980-01-01,164.7227422
3465,Wyoming,Female,1981-01-01,163.3977128
3466,Wyoming,Female,1982-01-01,162.5520189
3467,Wyoming,Female,1983-01-01,163.5719149
3468,Wyoming,Female,1984-01-01,166.1199521
3469,Wyoming,Female,1985-01-01,168.1797374
3470,Wyoming,Female,1986-01-01,168.5060116
3471,Wyoming,Female,1987-01-01,170.3320141
3472,Wyoming,Female,1988-01-01,172.3138548
3473,Wyoming,Female,1989-01-01,171.7940395
3474,Wyoming,Female,1990-01-01,169.9803179
3475,Wyoming,Female,1991-01-01,171.5239066
3476,Wyoming,Female,1992-01-01,170.3364969
3477,Wyoming,Female,1993-01-01,174.0465166
3478,Wyoming,Female,1994-01-01,173.6403946
3479,Wyoming,Female,1995-01-01,176.2862511
3480,Wyoming,Female,1996-01-01,174.0014089
3481,Wyoming,Female,1997-01-01,172.386745
3482,Wyoming,Female,1998-01-01,170.5939238
3483,Wyoming,Female,1999-01-01,173.0948377
3484,Wyoming,Female,2000-01-01,172.811962
3485,Wyoming,Female,2001-01-01,174.4353413
3486,Wyoming,Female,2002-01-01,172.8321392
3487,Wyoming,Female,2003-01-01,171.4503636
3488,Wyoming,Female,2004-01-01,167.5025152
3489,Wyoming,Female,2005-01-01,168.6061216
3490,Wyoming,Female,2006-01-01,168.5312742
3491,Wyoming,Female,2007-01-01,165.2573703
3492,Wyoming,Female,2008-01-01,163.4341012
3493,Wyoming,Female,2009-01-01,163.3084775
3494,Wyoming,Female,2010-01-01,162.7184791
3495,Wyoming,Female,2011-01-01,162.2793811
3496,Wyoming,Female,2012-01-01,162.0359107
3497,Wyoming,Female,2013-01-01,162.225312
3498,Wyoming,Female,2014-01-01,163.7030023
