,Location,Sex,Year,Mx
2751,South Carolina,Male,2002-01-01,300.0355045
2752,South Carolina,Male,2003-01-01,294.1340123
2753,South Carolina,Male,2004-01-01,284.212166
2754,South Carolina,Male,2005-01-01,283.4206002
2755,South Carolina,Male,2006-01-01,278.0999669
2756,South Carolina,Male,2007-01-01,272.5841264
2757,South Carolina,Male,2008-01-01,269.3413305
2758,South Carolina,Male,2009-01-01,266.0545962
2759,South Carolina,Male,2010-01-01,261.7411636
2760,South Carolina,Male,2011-01-01,260.1915263
2761,South Carolina,Male,2012-01-01,257.678587
2762,South Carolina,Male,2013-01-01,257.2162671
2763,South Carolina,Male,2014-01-01,259.2991051
2764,South Carolina,Female,1980-01-01,172.8913167
2765,South Carolina,Female,1981-01-01,171.7648782
2766,South Carolina,Female,1982-01-01,171.7320564
2767,South Carolina,Female,1983-01-01,172.6244736
2768,South Carolina,Female,1984-01-01,174.4874618
2769,South Carolina,Female,1985-01-01,176.0156345
2770,South Carolina,Female,1986-01-01,177.0935661
2771,South Carolina,Female,1987-01-01,178.6120216
2772,South Carolina,Female,1988-01-01,180.7481012
2773,South Carolina,Female,1989-01-01,179.7686196
2774,South Carolina,Female,1990-01-01,179.4229794
2775,South Carolina,Female,1991-01-01,180.877971
2776,South Carolina,Female,1992-01-01,178.4869899
2777,South Carolina,Female,1993-01-01,182.5767999
2778,South Carolina,Female,1994-01-01,182.8198956
2779,South Carolina,Female,1995-01-01,185.005664
2780,South Carolina,Female,1996-01-01,183.014361
2781,South Carolina,Female,1997-01-01,181.3771106
2782,South Carolina,Female,1998-01-01,180.0265981
2783,South Carolina,Female,1999-01-01,181.9643767
2784,South Carolina,Female,2000-01-01,181.3594915
2785,South Carolina,Female,2001-01-01,182.8902083
2786,South Carolina,Female,2002-01-01,181.5822518
2787,South Carolina,Female,2003-01-01,180.928336
2788,South Carolina,Female,2004-01-01,174.9946395
2789,South Carolina,Female,2005-01-01,176.2142215
2790,South Carolina,Female,2006-01-01,175.4318039
2791,South Carolina,Female,2007-01-01,173.01406
2792,South Carolina,Female,2008-01-01,171.633005
2793,South Carolina,Female,2009-01-01,171.2217796
2794,South Carolina,Female,2010-01-01,170.1347335
2795,South Carolina,Female,2011-01-01,171.3265325
2796,South Carolina,Female,2012-01-01,171.351949
2797,South Carolina,Female,2013-01-01,169.4806374
2798,South Carolina,Female,2014-01-01,171.3035695
2799,South Dakota,Male,1980-01-01,273.2573111
2800,South Dakota,Male,1981-01-01,272.3107103
2801,South Dakota,Male,1982-01-01,269.0969084
2802,South Dakota,Male,1983-01-01,271.1667004
2803,South Dakota,Male,1984-01-01,272.5074569
2804,South Dakota,Male,1985-01-01,275.8606823
2805,South Dakota,Male,1986-01-01,277.0788282
2806,South Dakota,Male,1987-01-01,276.8244737
2807,South Dakota,Male,1988-01-01,277.1732073
2808,South Dakota,Male,1989-01-01,275.1950618
2809,South Dakota,Male,1990-01-01,272.0727949
2810,South Dakota,Male,1991-01-01,272.5536237
2811,South Dakota,Male,1992-01-01,270.6990914
2812,South Dakota,Male,1993-01-01,274.1605943
2813,South Dakota,Male,1994-01-01,271.8512779
2814,South Dakota,Male,1995-01-01,273.7782961
2815,South Dakota,Male,1996-01-01,267.3918323
2816,South Dakota,Male,1997-01-01,261.4975813
2817,South Dakota,Male,1998-01-01,259.1842108
2818,South Dakota,Male,1999-01-01,259.7949618
2819,South Dakota,Male,2000-01-01,256.602926
2820,South Dakota,Male,2001-01-01,256.2645646
2821,South Dakota,Male,2002-01-01,254.0367891
2822,South Dakota,Male,2003-01-01,251.5082358
2823,South Dakota,Male,2004-01-01,241.5507403
2824,South Dakota,Male,2005-01-01,241.8141979
2825,South Dakota,Male,2006-01-01,238.5935832
2826,South Dakota,Male,2007-01-01,234.1357954
2827,South Dakota,Male,2008-01-01,231.5559159
2828,South Dakota,Male,2009-01-01,228.7669277
2829,South Dakota,Male,2010-01-01,227.0726119
2830,South Dakota,Male,2011-01-01,226.1803912
2831,South Dakota,Male,2012-01-01,224.6248294
2832,South Dakota,Male,2013-01-01,223.3270268
2833,South Dakota,Male,2014-01-01,227.0966636
2834,South Dakota,Female,1980-01-01,169.7346544
2835,South Dakota,Female,1981-01-01,168.3103092
2836,South Dakota,Female,1982-01-01,167.547106
2837,South Dakota,Female,1983-01-01,167.9902444
2838,South Dakota,Female,1984-01-01,169.0487784
2839,South Dakota,Female,1985-01-01,170.6928291
2840,South Dakota,Female,1986-01-01,171.5706588
2841,South Dakota,Female,1987-01-01,172.952767
2842,South Dakota,Female,1988-01-01,173.5004672
2843,South Dakota,Female,1989-01-01,172.3740175
2844,South Dakota,Female,1990-01-01,170.3174957
2845,South Dakota,Female,1991-01-01,172.3696333
2846,South Dakota,Female,1992-01-01,170.779689
2847,South Dakota,Female,1993-01-01,172.9031596
2848,South Dakota,Female,1994-01-01,172.4843639
2849,South Dakota,Female,1995-01-01,173.6887663
2850,South Dakota,Female,1996-01-01,171.2800256
2851,South Dakota,Female,1997-01-01,169.8133888
2852,South Dakota,Female,1998-01-01,169.2067549
2853,South Dakota,Female,1999-01-01,170.0077359
2854,South Dakota,Female,2000-01-01,169.6699817
2855,South Dakota,Female,2001-01-01,170.7450044
2856,South Dakota,Female,2002-01-01,168.9516879
2857,South Dakota,Female,2003-01-01,168.4014092
2858,South Dakota,Female,2004-01-01,163.3644474
2859,South Dakota,Female,2005-01-01,164.7435479
2860,South Dakota,Female,2006-01-01,162.2987301
2861,South Dakota,Female,2007-01-01,159.237303
2862,South Dakota,Female,2008-01-01,158.0533339
2863,South Dakota,Female,2009-01-01,157.4238144
2864,South Dakota,Female,2010-01-01,155.8786912
2865,South Dakota,Female,2011-01-01,156.6492211
2866,South Dakota,Female,2012-01-01,155.4114028
2867,South Dakota,Female,2013-01-01,154.3295195
2868,South Dakota,Female,2014-01-01,155.3682289
2869,Tennessee,Male,1980-01-01,331.0257129
2870,Tennessee,Male,1981-01-01,329.9203399
2871,Tennessee,Male,1982-01-01,324.1647851
2872,Tennessee,Male,1983-01-01,324.8995077
2873,Tennessee,Male,1984-01-01,329.3916484
2874,Tennessee,Male,1985-01-01,331.1481186
2875,Tennessee,Male,1986-01-01,335.0898219
2876,Tennessee,Male,1987-01-01,333.3091878
2877,Tennessee,Male,1988-01-01,334.1563628
2878,Tennessee,Male,1989-01-01,332.4849724
2879,Tennessee,Male,1990-01-01,330.6978382
2880,Tennessee,Male,1991-01-01,327.3245348
2881,Tennessee,Male,1992-01-01,325.8759602
2882,Tennessee,Male,1993-01-01,329.8673758
2883,Tennessee,Male,1994-01-01,330.335677
2884,Tennessee,Male,1995-01-01,331.7045193
2885,Tennessee,Male,1996-01-01,323.8972349
2886,Tennessee,Male,1997-01-01,316.7768009
2887,Tennessee,Male,1998-01-01,315.3313047
2888,Tennessee,Male,1999-01-01,314.1298359
2889,Tennessee,Male,2000-01-01,313.9679656
2890,Tennessee,Male,2001-01-01,310.0610245
2891,Tennessee,Male,2002-01-01,308.4699345
2892,Tennessee,Male,2003-01-01,303.4004696
2893,Tennessee,Male,2004-01-01,294.4030727
2894,Tennessee,Male,2005-01-01,294.0148283
2895,Tennessee,Male,2006-01-01,290.8085158
2896,Tennessee,Male,2007-01-01,285.6235247
2897,Tennessee,Male,2008-01-01,281.8391717
2898,Tennessee,Male,2009-01-01,279.9682188
2899,Tennessee,Male,2010-01-01,276.470444
2900,Tennessee,Male,2011-01-01,275.6503273
2901,Tennessee,Male,2012-01-01,274.5760874
2902,Tennessee,Male,2013-01-01,273.5052678
2903,Tennessee,Male,2014-01-01,278.7319589
2904,Tennessee,Female,1980-01-01,177.6246786
2905,Tennessee,Female,1981-01-01,175.7011411
2906,Tennessee,Female,1982-01-01,175.261708
2907,Tennessee,Female,1983-01-01,176.4822002
2908,Tennessee,Female,1984-01-01,177.8663241
2909,Tennessee,Female,1985-01-01,181.2368221
2910,Tennessee,Female,1986-01-01,182.0955682
2911,Tennessee,Female,1987-01-01,184.287412
2912,Tennessee,Female,1988-01-01,184.6403314
2913,Tennessee,Female,1989-01-01,184.3843007
2914,Tennessee,Female,1990-01-01,183.6594097
2915,Tennessee,Female,1991-01-01,185.241722
2916,Tennessee,Female,1992-01-01,183.2002445
2917,Tennessee,Female,1993-01-01,187.3028574
2918,Tennessee,Female,1994-01-01,188.405764
2919,Tennessee,Female,1995-01-01,190.1225478
2920,Tennessee,Female,1996-01-01,188.1437828
2921,Tennessee,Female,1997-01-01,188.3829743
2922,Tennessee,Female,1998-01-01,186.3917395
2923,Tennessee,Female,1999-01-01,187.5217594
2924,Tennessee,Female,2000-01-01,188.264517
2925,Tennessee,Female,2001-01-01,190.5509695
2926,Tennessee,Female,2002-01-01,188.9773355
2927,Tennessee,Female,2003-01-01,188.5126875
2928,Tennessee,Female,2004-01-01,183.8989265
2929,Tennessee,Female,2005-01-01,184.6701056
2930,Tennessee,Female,2006-01-01,184.0343753
2931,Tennessee,Female,2007-01-01,180.0696867
2932,Tennessee,Female,2008-01-01,179.6613287
2933,Tennessee,Female,2009-01-01,179.2708556
2934,Tennessee,Female,2010-01-01,177.6709052
2935,Tennessee,Female,2011-01-01,178.3347754
2936,Tennessee,Female,2012-01-01,178.373961
2937,Tennessee,Female,2013-01-01,178.0003074
2938,Tennessee,Female,2014-01-01,179.6513984
2939,Texas,Male,1980-01-01,318.1595021
2940,Texas,Male,1981-01-01,315.5220921
2941,Texas,Male,1982-01-01,309.3311756
2942,Texas,Male,1983-01-01,310.682885
2943,Texas,Male,1984-01-01,308.4209759
2944,Texas,Male,1985-01-01,310.6126449
2945,Texas,Male,1986-01-01,310.89313
2946,Texas,Male,1987-01-01,309.2250347
2947,Texas,Male,1988-01-01,309.7380403
2948,Texas,Male,1989-01-01,308.0636141
2949,Texas,Male,1990-01-01,304.4577075
2950,Texas,Male,1991-01-01,300.3448038
2951,Texas,Male,1992-01-01,297.4652541
2952,Texas,Male,1993-01-01,300.4125999
2953,Texas,Male,1994-01-01,297.3254526
2954,Texas,Male,1995-01-01,295.0308351
2955,Texas,Male,1996-01-01,287.4178233
2956,Texas,Male,1997-01-01,280.1769688
2957,Texas,Male,1998-01-01,274.3553023
2958,Texas,Male,1999-01-01,271.5735567
2959,Texas,Male,2000-01-01,269.1361259
2960,Texas,Male,2001-01-01,266.5332704
2961,Texas,Male,2002-01-01,264.1903982
2962,Texas,Male,2003-01-01,256.7399165
2963,Texas,Male,2004-01-01,249.7482639
2964,Texas,Male,2005-01-01,246.8280529
2965,Texas,Male,2006-01-01,242.0878568
2966,Texas,Male,2007-01-01,237.3557208
2967,Texas,Male,2008-01-01,235.0685602
2968,Texas,Male,2009-01-01,229.7054835
2969,Texas,Male,2010-01-01,226.6522618
2970,Texas,Male,2011-01-01,225.0033238
2971,Texas,Male,2012-01-01,222.2095963
2972,Texas,Male,2013-01-01,221.8861972
2973,Texas,Male,2014-01-01,223.3423586
2974,Texas,Female,1980-01-01,175.7469025
2975,Texas,Female,1981-01-01,174.9697918
2976,Texas,Female,1982-01-01,173.5736057
2977,Texas,Female,1983-01-01,175.2145839
2978,Texas,Female,1984-01-01,176.5958592
2979,Texas,Female,1985-01-01,177.0884951
2980,Texas,Female,1986-01-01,176.9004952
2981,Texas,Female,1987-01-01,178.5743297
2982,Texas,Female,1988-01-01,179.9847939
2983,Texas,Female,1989-01-01,178.9442504
2984,Texas,Female,1990-01-01,176.9267774
2985,Texas,Female,1991-01-01,177.7515103
2986,Texas,Female,1992-01-01,176.5775652
2987,Texas,Female,1993-01-01,178.5536989
2988,Texas,Female,1994-01-01,178.0354788
2989,Texas,Female,1995-01-01,179.3565559
2990,Texas,Female,1996-01-01,176.3386297
2991,Texas,Female,1997-01-01,175.0153
2992,Texas,Female,1998-01-01,172.5788072
2993,Texas,Female,1999-01-01,174.0304249
2994,Texas,Female,2000-01-01,173.4286213
2995,Texas,Female,2001-01-01,173.9838126
2996,Texas,Female,2002-01-01,172.7148911
2997,Texas,Female,2003-01-01,170.2408425
2998,Texas,Female,2004-01-01,164.7762897
2999,Texas,Female,2005-01-01,164.9407671
3000,Texas,Female,2006-01-01,163.5349016
3001,Texas,Female,2007-01-01,160.9384412
3002,Texas,Female,2008-01-01,159.5657387
3003,Texas,Female,2009-01-01,158.0780784
3004,Texas,Female,2010-01-01,156.2160428
3005,Texas,Female,2011-01-01,156.1657349
3006,Texas,Female,2012-01-01,155.9272151
3007,Texas,Female,2013-01-01,153.8799377
3008,Texas,Female,2014-01-01,155.1317021
3009,Utah,Male,1980-01-01,213.0889092
3010,Utah,Male,1981-01-01,213.2524525
3011,Utah,Male,1982-01-01,209.4519664
3012,Utah,Male,1983-01-01,208.6771883
3013,Utah,Male,1984-01-01,212.7819095
3014,Utah,Male,1985-01-01,212.4768979
3015,Utah,Male,1986-01-01,216.2152671
3016,Utah,Male,1987-01-01,214.2714879
3017,Utah,Male,1988-01-01,214.3579235
3018,Utah,Male,1989-01-01,214.9210281
3019,Utah,Male,1990-01-01,211.3402319
3020,Utah,Male,1991-01-01,212.8493769
3021,Utah,Male,1992-01-01,208.0282715
3022,Utah,Male,1993-01-01,211.4971931
3023,Utah,Male,1994-01-01,211.0971219
3024,Utah,Male,1995-01-01,212.3049975
3025,Utah,Male,1996-01-01,206.4637389
3026,Utah,Male,1997-01-01,202.2515752
3027,Utah,Male,1998-01-01,203.4381964
3028,Utah,Male,1999-01-01,202.5941826
3029,Utah,Male,2000-01-01,200.3477467
3030,Utah,Male,2001-01-01,199.7927102
3031,Utah,Male,2002-01-01,199.7698339
3032,Utah,Male,2003-01-01,195.1323476
3033,Utah,Male,2004-01-01,191.5231724
3034,Utah,Male,2005-01-01,189.5071932
3035,Utah,Male,2006-01-01,186.8375204
3036,Utah,Male,2007-01-01,185.038447
3037,Utah,Male,2008-01-01,179.6775124
3038,Utah,Male,2009-01-01,178.6729168
3039,Utah,Male,2010-01-01,178.9167109
3040,Utah,Male,2011-01-01,177.4884723
3041,Utah,Male,2012-01-01,177.8950111
3042,Utah,Male,2013-01-01,178.128049
3043,Utah,Male,2014-01-01,180.28078
3044,Utah,Female,1980-01-01,138.9806415
3045,Utah,Female,1981-01-01,138.5368382
3046,Utah,Female,1982-01-01,137.8149536
3047,Utah,Female,1983-01-01,138.0179879
3048,Utah,Female,1984-01-01,139.0087221
3049,Utah,Female,1985-01-01,139.2261141
3050,Utah,Female,1986-01-01,139.365008
3051,Utah,Female,1987-01-01,140.8703997
3052,Utah,Female,1988-01-01,142.057688
3053,Utah,Female,1989-01-01,142.2853101
3054,Utah,Female,1990-01-01,138.6087188
3055,Utah,Female,1991-01-01,141.2580077
3056,Utah,Female,1992-01-01,138.9142753
3057,Utah,Female,1993-01-01,142.2934583
3058,Utah,Female,1994-01-01,141.8135109
3059,Utah,Female,1995-01-01,143.575122
3060,Utah,Female,1996-01-01,142.2233697
3061,Utah,Female,1997-01-01,141.1647466
3062,Utah,Female,1998-01-01,141.5406868
3063,Utah,Female,1999-01-01,141.3999212
3064,Utah,Female,2000-01-01,140.7265866
3065,Utah,Female,2001-01-01,140.933528
3066,Utah,Female,2002-01-01,139.3429576
3067,Utah,Female,2003-01-01,139.2247503
3068,Utah,Female,2004-01-01,136.6589667
3069,Utah,Female,2005-01-01,135.9187062
3070,Utah,Female,2006-01-01,137.1338853
3071,Utah,Female,2007-01-01,132.8130306
3072,Utah,Female,2008-01-01,131.3316491
3073,Utah,Female,2009-01-01,131.6093831
3074,Utah,Female,2010-01-01,131.3593204
3075,Utah,Female,2011-01-01,131.5030617
3076,Utah,Female,2012-01-01,131.4244871
3077,Utah,Female,2013-01-01,131.1175964
3078,Utah,Female,2014-01-01,133.7986096
3079,Vermont,Male,1980-01-01,316.1651528
3080,Vermont,Male,1981-01-01,310.0533776
3081,Vermont,Male,1982-01-01,306.0209785
3082,Vermont,Male,1983-01-01,306.3514682
3083,Vermont,Male,1984-01-01,305.7579156
3084,Vermont,Male,1985-01-01,307.7278386
3085,Vermont,Male,1986-01-01,308.46397
3086,Vermont,Male,1987-01-01,305.7641704
3087,Vermont,Male,1988-01-01,304.0350814
3088,Vermont,Male,1989-01-01,302.3244126
3089,Vermont,Male,1990-01-01,298.6107838
3090,Vermont,Male,1991-01-01,292.9320924
3091,Vermont,Male,1992-01-01,293.0413349
3092,Vermont,Male,1993-01-01,293.432884
3093,Vermont,Male,1994-01-01,289.9459261
3094,Vermont,Male,1995-01-01,290.5883023
3095,Vermont,Male,1996-01-01,283.0209032
3096,Vermont,Male,1997-01-01,274.9986197
3097,Vermont,Male,1998-01-01,270.775572
3098,Vermont,Male,1999-01-01,268.6208444
3099,Vermont,Male,2000-01-01,265.5043217
3100,Vermont,Male,2001-01-01,262.1438772
3101,Vermont,Male,2002-01-01,259.0103701
3102,Vermont,Male,2003-01-01,252.8903598
3103,Vermont,Male,2004-01-01,244.9060299
3104,Vermont,Male,2005-01-01,242.4851765
3105,Vermont,Male,2006-01-01,236.6673567
3106,Vermont,Male,2007-01-01,232.9201358
3107,Vermont,Male,2008-01-01,230.8285968
3108,Vermont,Male,2009-01-01,225.5659272
3109,Vermont,Male,2010-01-01,223.0809114
3110,Vermont,Male,2011-01-01,221.7110073
3111,Vermont,Male,2012-01-01,218.5821373
3112,Vermont,Male,2013-01-01,218.5932258
3113,Vermont,Male,2014-01-01,220.3556573
3114,Vermont,Female,1980-01-01,189.5403216
3115,Vermont,Female,1981-01-01,186.6952573
3116,Vermont,Female,1982-01-01,185.5909102
3117,Vermont,Female,1983-01-01,186.5367658
3118,Vermont,Female,1984-01-01,187.6712532
3119,Vermont,Female,1985-01-01,188.0594086
3120,Vermont,Female,1986-01-01,188.6647519
3121,Vermont,Female,1987-01-01,188.8950699
3122,Vermont,Female,1988-01-01,189.694961
3123,Vermont,Female,1989-01-01,186.5814307
3124,Vermont,Female,1990-01-01,185.0480471
3125,Vermont,Female,1991-01-01,186.698436
3126,Vermont,Female,1992-01-01,183.9034038
3127,Vermont,Female,1993-01-01,186.6328658
3128,Vermont,Female,1994-01-01,186.2993023
3129,Vermont,Female,1995-01-01,187.6979529
3130,Vermont,Female,1996-01-01,184.2011111
3131,Vermont,Female,1997-01-01,183.374118
3132,Vermont,Female,1998-01-01,179.6065013
3133,Vermont,Female,1999-01-01,181.3357075
3134,Vermont,Female,2000-01-01,180.7831926
3135,Vermont,Female,2001-01-01,181.2724127
3136,Vermont,Female,2002-01-01,179.4549924
3137,Vermont,Female,2003-01-01,177.5253516
3138,Vermont,Female,2004-01-01,171.6329608
3139,Vermont,Female,2005-01-01,172.2066652
3140,Vermont,Female,2006-01-01,170.8066914
3141,Vermont,Female,2007-01-01,167.6981625
3142,Vermont,Female,2008-01-01,165.2176232
3143,Vermont,Female,2009-01-01,164.6023249
3144,Vermont,Female,2010-01-01,163.4139965
3145,Vermont,Female,2011-01-01,162.9242142
3146,Vermont,Female,2012-01-01,162.7695238
3147,Vermont,Female,2013-01-01,161.1543197
3148,Vermont,Female,2014-01-01,162.2935783
3149,Virginia,Male,1980-01-01,350.1950994
3150,Virginia,Male,1981-01-01,345.0620266
3151,Virginia,Male,1982-01-01,339.2627434
3152,Virginia,Male,1983-01-01,339.7267637
3153,Virginia,Male,1984-01-01,338.4152279
3154,Virginia,Male,1985-01-01,339.5605661
3155,Virginia,Male,1986-01-01,340.3585899
3156,Virginia,Male,1987-01-01,337.0092142
3157,Virginia,Male,1988-01-01,335.9875273
3158,Virginia,Male,1989-01-01,329.8873981
3159,Virginia,Male,1990-01-01,326.2627125
3160,Virginia,Male,1991-01-01,323.6916785
3161,Virginia,Male,1992-01-01,318.5282228
3162,Virginia,Male,1993-01-01,321.3033334
3163,Virginia,Male,1994-01-01,318.5091718
3164,Virginia,Male,1995-01-01,316.3349925
3165,Virginia,Male,1996-01-01,308.1187416
3166,Virginia,Male,1997-01-01,300.1473686
3167,Virginia,Male,1998-01-01,295.0440045
3168,Virginia,Male,1999-01-01,292.9715408
3169,Virginia,Male,2000-01-01,289.4687043
3170,Virginia,Male,2001-01-01,283.8817235
3171,Virginia,Male,2002-01-01,281.3532256
3172,Virginia,Male,2003-01-01,276.1144013
3173,Virginia,Male,2004-01-01,265.0816425
3174,Virginia,Male,2005-01-01,262.654972
3175,Virginia,Male,2006-01-01,258.3592938
3176,Virginia,Male,2007-01-01,252.4687654
3177,Virginia,Male,2008-01-01,248.6808828
3178,Virginia,Male,2009-01-01,245.2003485
3179,Virginia,Male,2010-01-01,239.8740168
3180,Virginia,Male,2011-01-01,237.2605062
3181,Virginia,Male,2012-01-01,234.1164194
3182,Virginia,Male,2013-01-01,232.863251
3183,Virginia,Male,2014-01-01,234.4835497
3184,Virginia,Female,1980-01-01,189.9987174
3185,Virginia,Female,1981-01-01,187.5088237
3186,Virginia,Female,1982-01-01,186.8546851
3187,Virginia,Female,1983-01-01,187.9782012
3188,Virginia,Female,1984-01-01,188.9644711
3189,Virginia,Female,1985-01-01,190.7077347
3190,Virginia,Female,1986-01-01,190.9282042
3191,Virginia,Female,1987-01-01,191.419293
3192,Virginia,Female,1988-01-01,192.5757478
3193,Virginia,Female,1989-01-01,191.0666151
3194,Virginia,Female,1990-01-01,188.6452198
3195,Virginia,Female,1991-01-01,191.4890688
3196,Virginia,Female,1992-01-01,188.3284743
3197,Virginia,Female,1993-01-01,191.0805536
3198,Virginia,Female,1994-01-01,190.5263473
3199,Virginia,Female,1995-01-01,192.6238133
3200,Virginia,Female,1996-01-01,189.5167653
3201,Virginia,Female,1997-01-01,188.2219619
3202,Virginia,Female,1998-01-01,185.3481483
3203,Virginia,Female,1999-01-01,186.4706935
3204,Virginia,Female,2000-01-01,186.1303976
3205,Virginia,Female,2001-01-01,186.2977511
3206,Virginia,Female,2002-01-01,183.8198888
3207,Virginia,Female,2003-01-01,182.5845883
3208,Virginia,Female,2004-01-01,176.8827513
3209,Virginia,Female,2005-01-01,177.2659007
3210,Virginia,Female,2006-01-01,175.6681326
3211,Virginia,Female,2007-01-01,172.6305607
3212,Virginia,Female,2008-01-01,170.6264679
3213,Virginia,Female,2009-01-01,170.0590086
3214,Virginia,Female,2010-01-01,167.1782219
3215,Virginia,Female,2011-01-01,167.6500475
3216,Virginia,Female,2012-01-01,166.8486233
3217,Virginia,Female,2013-01-01,165.3397522
3218,Virginia,Female,2014-01-01,166.2983909
3219,Washington,Male,1980-01-01,280.6005265
3220,Washington,Male,1981-01-01,276.201707
3221,Washington,Male,1982-01-01,271.8494805
3222,Washington,Male,1983-01-01,271.4252903
3223,Washington,Male,1984-01-01,273.8807934
3224,Washington,Male,1985-01-01,278.075914
3225,Washington,Male,1986-01-01,275.4421155
3226,Washington,Male,1987-01-01,274.4612352
3227,Washington,Male,1988-01-01,273.437789
3228,Washington,Male,1989-01-01,271.579822
3229,Washington,Male,1990-01-01,269.959737
3230,Washington,Male,1991-01-01,264.1670192
3231,Washington,Male,1992-01-01,266.4735565
3232,Washington,Male,1993-01-01,270.851062
3233,Washington,Male,1994-01-01,265.8405469
3234,Washington,Male,1995-01-01,265.2664891
3235,Washington,Male,1996-01-01,260.8881445
3236,Washington,Male,1997-01-01,248.9624974
3237,Washington,Male,1998-01-01,249.4732707
3238,Washington,Male,1999-01-01,251.9182194
3239,Washington,Male,2000-01-01,248.4285845
3240,Washington,Male,2001-01-01,247.0238601
3241,Washington,Male,2002-01-01,245.0695237
3242,Washington,Male,2003-01-01,240.8290641
3243,Washington,Male,2004-01-01,232.395964
3244,Washington,Male,2005-01-01,231.6753635
3245,Washington,Male,2006-01-01,227.5875482
3246,Washington,Male,2007-01-01,225.4364753
3247,Washington,Male,2008-01-01,223.8369437
3248,Washington,Male,2009-01-01,220.6130642
3249,Washington,Male,2010-01-01,217.0050367
3250,Washington,Male,2011-01-01,217.9700007
3251,Washington,Male,2012-01-01,214.9335788
3252,Washington,Male,2013-01-01,212.0385388
3253,Washington,Male,2014-01-01,216.231006
3254,Washington,Female,1980-01-01,177.203461
3255,Washington,Female,1981-01-01,176.6052756
3256,Washington,Female,1982-01-01,174.942842
3257,Washington,Female,1983-01-01,175.4317101
3258,Washington,Female,1984-01-01,176.2108643
3259,Washington,Female,1985-01-01,178.2984884
3260,Washington,Female,1986-01-01,176.5601348
3261,Washington,Female,1987-01-01,178.9629672
3262,Washington,Female,1988-01-01,179.418191
3263,Washington,Female,1989-01-01,177.1764439
3264,Washington,Female,1990-01-01,176.4866858
3265,Washington,Female,1991-01-01,177.6576048
3266,Washington,Female,1992-01-01,177.0562027
3267,Washington,Female,1993-01-01,179.2623871
3268,Washington,Female,1994-01-01,178.0475059
3269,Washington,Female,1995-01-01,180.7534114
3270,Washington,Female,1996-01-01,178.5254105
3271,Washington,Female,1997-01-01,175.6934741
3272,Washington,Female,1998-01-01,171.4827577
3273,Washington,Female,1999-01-01,177.5328062
3274,Washington,Female,2000-01-01,175.2375515
3275,Washington,Female,2001-01-01,177.7747885
3276,Washington,Female,2002-01-01,175.4547779
3277,Washington,Female,2003-01-01,174.3238052
3278,Washington,Female,2004-01-01,169.3034772
3279,Washington,Female,2005-01-01,169.3078312
3280,Washington,Female,2006-01-01,168.4745633
3281,Washington,Female,2007-01-01,165.873206
3282,Washington,Female,2008-01-01,164.6652412
3283,Washington,Female,2009-01-01,165.0492669
3284,Washington,Female,2010-01-01,161.1692664
3285,Washington,Female,2011-01-01,161.023896
3286,Washington,Female,2012-01-01,159.9676618
3287,Washington,Female,2013-01-01,159.2512197
3288,Washington,Female,2014-01-01,160.5860169
3289,West Virginia,Male,1980-01-01,320.7276398
3290,West Virginia,Male,1981-01-01,318.9821053
3291,West Virginia,Male,1982-01-01,315.6023623
3292,West Virginia,Male,1983-01-01,319.215732
3293,West Virginia,Male,1984-01-01,319.8878566
3294,West Virginia,Male,1985-01-01,324.7449928
3295,West Virginia,Male,1986-01-01,329.4722636
3296,West Virginia,Male,1987-01-01,327.9302813
3297,West Virginia,Male,1988-01-01,330.2254145
3298,West Virginia,Male,1989-01-01,329.51347
3299,West Virginia,Male,1990-01-01,328.0073537
3300,West Virginia,Male,1991-01-01,327.3095521
3301,West Virginia,Male,1992-01-01,325.0476688
3302,West Virginia,Male,1993-01-01,329.6360037
3303,West Virginia,Male,1994-01-01,328.5863618
3304,West Virginia,Male,1995-01-01,329.2665232
3305,West Virginia,Male,1996-01-01,323.6912845
3306,West Virginia,Male,1997-01-01,318.1505119
3307,West Virginia,Male,1998-01-01,316.2580209
3308,West Virginia,Male,1999-01-01,315.9472683
3309,West Virginia,Male,2000-01-01,314.3066459
3310,West Virginia,Male,2001-01-01,312.4149102
3311,West Virginia,Male,2002-01-01,311.2846665
3312,West Virginia,Male,2003-01-01,305.7549046
3313,West Virginia,Male,2004-01-01,297.4414071
3314,West Virginia,Male,2005-01-01,296.4600325
3315,West Virginia,Male,2006-01-01,293.1822362
3316,West Virginia,Male,2007-01-01,289.0996692
3317,West Virginia,Male,2008-01-01,286.0848138
3318,West Virginia,Male,2009-01-01,285.602622
3319,West Virginia,Male,2010-01-01,281.0488136
3320,West Virginia,Male,2011-01-01,281.2240503
3321,West Virginia,Male,2012-01-01,279.2527788
3322,West Virginia,Male,2013-01-01,280.3181863
3323,West Virginia,Male,2014-01-01,285.0101372
3324,West Virginia,Female,1980-01-01,190.75799
3325,West Virginia,Female,1981-01-01,190.6124373
3326,West Virginia,Female,1982-01-01,190.1597974
3327,West Virginia,Female,1983-01-01,191.3448948
3328,West Virginia,Female,1984-01-01,193.9981511
3329,West Virginia,Female,1985-01-01,196.8936915
3330,West Virginia,Female,1986-01-01,198.4344345
3331,West Virginia,Female,1987-01-01,200.3367887
3332,West Virginia,Female,1988-01-01,202.5281221
3333,West Virginia,Female,1989-01-01,201.647618
3334,West Virginia,Female,1990-01-01,200.1869426
